Metodo,Acuracia
GaussianNB,0.8060447239692522
BernoulliNB,0.7983228511530399
KNeighborsClassifier(2),0.6550314465408805
KNeighborsClassifier(3),0.7032844164919636
KNeighborsClassifier(5),0.7070230607966457
KNeighborsClassifier(8),0.6809923130677847
DecisionTreeClassifier(),0.839727463312369
RandomForestClassifier(3_estimators),0.8244234800838575
RandomForestClassifier(5_estimators),0.856324248777079
RandomForestClassifier,0.8973794549266249
SVM,0.6417889587700909
MLPClassifier,0.7949336128581412
rand1,0.5555555555555556
rand2,0.46859903381642515
rand3,0.5169082125603864
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
