,Discriminacao,Dificuldade,Adivinhacao
V1,17.279,-0.848,0.003
V2,-4.902,-0.982,0.0
V3,10.226,-0.67,0.14
V4,-2.838,-1.123,0.0
V5,14.013,-0.738,0.002
V6,-2.801,-1.059,0.0
V7,6.929,-0.917,0.099
V8,8.561,-0.784,0.134
V9,13.897,-0.803,0.003
V10,-4.514,-0.611,0.0
V11,-2.164,-0.478,0.0
V12,14.173,-0.721,0.002
V13,7.315,-0.35,0.689
V14,-2.837,-1.123,0.0
V15,11.2,-0.691,0.139
V16,-4.644,-0.94,0.0
V17,-4.274,-0.731,0.0
V18,-4.266,-0.815,0.0
V19,7.438,-0.371,0.684
V20,22.883,0.286,0.46
V21,10.393,-0.739,0.137
V22,13.544,-0.78,0.003
V23,-2.404,-0.778,0.0
V24,13.445,-0.663,0.002
V25,16.419,-0.783,0.003
V26,5.234,-0.387,0.728
V27,-2.779,-0.241,0.0
V28,15.873,-0.787,0.003
V29,16.351,-0.812,0.003
V30,-2.973,-0.548,0.0
V31,13.735,-0.779,0.003
V32,-4.902,-0.982,0.0
V33,-4.741,-0.364,0.0
V34,-1.626,-0.622,0.0
V35,15.566,-0.766,0.002
V36,-2.418,-0.618,0.0
V37,6.428,-0.123,0.694
V38,14.49,-0.736,0.002
V39,13.76,-0.648,0.002
V40,10.177,-0.879,0.136
V41,14.416,-0.798,0.003
V42,14.52,-0.774,0.003
V43,13.979,-0.738,0.002
V44,2.051,-1.341,0.303
V45,16.007,-0.815,0.003
V46,-3.344,-1.271,0.0
V47,8.481,-0.866,0.13
V48,14.823,-0.826,0.003
V49,-4.903,-0.982,0.0
V50,17.278,-0.848,0.003
V51,14.822,-0.826,0.003
V52,13.976,0.295,0.621
V53,-4.649,-0.939,0.0
V54,14.415,-0.798,0.003
V55,13.896,-0.803,0.003
V56,9.582,-0.654,0.284
V57,-2.709,-0.696,0.0
V58,13.764,-0.723,0.002
V59,16.349,-0.812,0.003
V60,16.192,-0.814,0.003
V61,17.277,-0.848,0.003
V62,7.226,-0.732,0.264
V63,1.957,-1.434,0.258
V64,-2.754,-0.37,0.0
V65,1.724,-2.036,0.088
V66,1.973,-1.119,0.399
V67,15.304,-0.791,0.003
V68,9.742,-0.84,0.135
V69,20.853,0.284,0.54
V70,4.421,-0.649,0.002
V71,-2.605,-0.514,0.0
V72,10.19,-0.879,0.136
V73,16.978,-0.808,0.003
V74,21.957,0.295,0.487
V75,-3.435,-0.71,0.0
V76,13.543,-0.78,0.003
V77,-3.431,-0.707,0.0
V78,1.724,-2.035,0.089
V79,5.764,-0.354,0.74
V80,16.006,-0.815,0.003
V81,13.542,-0.78,0.003
V82,15.303,-0.791,0.003
V83,13.439,-0.693,0.002
V84,5.014,-0.918,0.198
V85,16.004,-0.815,0.003
V86,1.725,-2.034,0.089
V87,-3.858,-0.529,0.0
V88,13.541,-0.78,0.003
V89,13.113,-0.709,0.001
V90,2.365,-0.616,0.573
V91,1.678,-1.47,0.238
V92,13.623,-0.707,0.002
V93,12.342,-0.789,0.003
V94,12.9,-0.678,0.002
V95,12.809,-0.646,0.001
V96,-4.806,-0.534,0.0
V97,4.289,-0.813,0.003
V98,11.295,-0.775,0.001
V99,1.734,-2.017,0.1
V100,2.246,-0.623,0.018
V101,-1.488,-0.877,0.0
V102,-4.287,-0.69,0.0
V103,1.71,-2.063,0.079
V104,6.237,-0.951,0.072
V105,3.371,-0.754,0.004
V106,-4.24,-0.815,0.0
V107,-4.31,-0.69,0.0
V108,1.785,-2.22,0.062
V109,5.341,-0.969,0.197
V110,3.873,-1.28,0.053
V111,14.057,-0.722,0.002
V112,-4.287,-0.69,0.0
V113,-4.794,-0.534,0.0
V114,-4.47,-0.611,0.0
V115,14.991,-0.77,0.003
V116,12.317,-0.694,0.002
V117,-4.212,-0.773,0.0
V118,10.366,-0.933,0.267
V119,-1.021,-2.133,0.0
V120,2.782,10.222,0.109
V121,13.765,-0.648,0.001
V122,12.273,-0.767,0.003
V123,2.806,-1.233,0.173
V124,24.151,0.277,0.513
V125,12.831,-0.813,0.001
V126,-4.37,-0.65,0.0
V127,5.325,-0.893,0.219
V128,12.831,-0.813,0.001
V129,14.829,-0.752,0.002
V130,14.612,-0.828,0.003
V131,15.189,-0.75,0.002
V132,-3.431,-0.707,0.0
V133,14.168,-0.678,0.002
V134,12.831,-0.813,0.001
V135,11.944,-0.748,0.003
V136,7.334,-0.361,0.687
V137,12.721,-0.338,0.629
V138,1.727,-1.846,0.111
V139,10.924,-0.734,0.003
V140,12.882,-0.726,0.002
V141,13.221,-0.724,0.002
V142,7.559,-0.728,0.268
V143,14.158,-0.721,0.002
V144,13.161,-0.742,0.002
V145,-4.226,-0.731,0.0
V146,-1.508,-1.671,0.0
V147,4.253,-1.104,0.053
V148,-4.303,-0.857,0.0
V149,4.89,-0.414,0.717
V150,24.428,0.409,0.487
V151,-3.31,-0.853,0.0
V152,-4.462,-0.9,0.0
V153,-4.282,-0.69,0.0
V154,-4.367,-0.65,0.0
V155,12.832,-0.813,0.001
V156,12.817,-0.678,0.002
V157,2.016,12.647,0.109
V158,4.255,-1.103,0.053
V159,2.852,-1.387,0.067
V160,-4.327,-0.857,0.0
V161,-4.613,-0.572,0.0
V162,-3.34,-0.954,0.0
V163,13.754,-0.758,0.003
V164,-1.211,-1.818,0.0
V165,-3.121,-4.914,0.101
V166,15.187,-0.75,0.002
V167,2.209,-1.21,0.366
V168,-3.115,-0.628,0.0
V169,-4.287,-0.69,0.0
V170,12.341,-0.789,0.003
V171,-3.73,-0.572,0.0
V172,3.184,-1.441,0.055
V173,14.554,-0.72,0.002
V174,-3.438,-0.709,0.0
V175,10.106,0.221,0.697
V176,1.775,-2.228,0.066
V177,11.644,-0.671,0.14
V178,-4.228,-0.731,0.0
V179,-3.372,-0.754,0.0
V180,8.223,-0.905,0.265
V181,3.185,-1.441,0.055
V182,5.672,-0.809,0.244
V183,10.552,-0.781,0.003
V184,10.551,-0.781,0.003
V185,-4.236,-0.773,0.0
V186,-3.609,-0.618,0.0
V187,10.135,-0.879,0.135
V188,-4.474,-0.611,0.0
V189,-4.263,-0.731,0.0
V190,-4.221,-0.773,0.0
V191,5.976,-0.803,0.247
V192,10.55,-0.781,0.003
V193,10.993,0.231,0.672
V194,12.6,-0.765,0.003
V195,-1.499,-0.777,0.0
V196,12.6,-0.765,0.003
V197,11.644,-0.75,0.003
V198,-4.255,-0.731,0.0
V199,15.362,-0.749,0.002
V200,5.944,4.316,0.151
V201,11.032,-0.012,0.147
V202,13.786,-0.757,0.003
V203,9.592,-0.655,0.283
V204,13.963,-0.778,0.003
V205,13.962,-0.778,0.003
V206,13.753,-0.758,0.003
V207,2.385,-0.787,0.009
