,acc_score,f1_score
GaussianNB,0.7729468599033816,0.8171206225680935
KNeighborsClassifier(8),0.6376811594202898,0.6376811594202899
DecisionTreeClassifier(),0.7874396135265701,0.8070175438596492
RandomForestClassifier,0.8695652173913043,0.8820960698689956
SVM,0.6763285024154589,0.7681660899653979
MLPClassifier,0.748792270531401,0.7919999999999999
