,acc_score,f1_score
GaussianNB,0.9074074074074074,0.9498327759197325
KNeighborsClassifier(8),0.9074074074074074,0.9514563106796117
DecisionTreeClassifier(),0.8641975308641975,0.9256756756756757
RandomForestClassifier,0.9135802469135802,0.9548387096774192
SVM,0.9135802469135802,0.9548387096774192
MLPClassifier,0.9012345679012346,0.948051948051948
