,Discriminacao,Dificuldade,Adivinhacao
V1,0.569,-4.003,0.0
V2,0.201,-10.504,0.0
V3,1.38,2.308,0.014
V4,0.13,-14.599,0.0
V5,3.005,0.05,0.014
V6,2.638,1.732,0.01
V7,1.596,2.326,0.013
V8,2.927,3.242,0.009
V9,1.726,2.085,0.02
V10,1.044,-1.588,0.0
V11,0.406,-3.143,0.0
V12,2.172,2.099,0.019
V13,1.182,-0.633,0.0
V14,1.554,2.182,0.012
V15,-2.607,1.177,0.169
V16,-62.819,0.714,0.072
V17,-41.998,2.734,0.0
V18,-1.613,2.993,0.0
V19,-51.703,3.101,0.0
V20,-35.952,2.77,0.0
V21,-3.199,2.324,0.0
V22,-6.708,-0.61,0.42
V23,-2.737,0.495,0.078
V24,-63.524,1.703,0.091
V25,-31.165,2.728,0.0
V26,-3.201,2.324,0.0
V27,-4.032,0.539,0.076
V28,-2.433,1.491,0.0
V29,-72.384,2.39,0.0
V30,-1.95,1.715,0.0
V31,-31.167,2.728,0.0
V32,-41.997,2.734,0.0
V33,-55.837,0.716,0.143
V34,-16.308,-0.585,0.078
V35,-1.873,2.311,0.0
V36,-24.062,2.779,0.0
V37,-41.995,2.734,0.0
V38,-61.485,-2.075,0.341
V39,-52.546,1.367,0.182
V40,-23.612,-0.065,0.12
V41,-133.075,-2.747,0.086
V42,-1.419,1.947,0.0
V43,-61.043,0.716,0.0
V44,-31.169,2.728,0.0
V45,-3.133,1.543,0.0
V46,-4.176,-0.115,0.129
V47,-67.737,1.699,0.182
V48,-41.415,2.083,0.0
V49,-3.198,2.324,0.0
V50,-5.327,0.14,0.125
V51,-78.176,1.706,0.0
V52,-28.168,-0.603,0.402
V53,-66.336,1.362,0.273
V54,-31.171,2.728,0.0
V55,-72.39,2.39,0.0
V56,-69.106,1.697,0.273
V57,-41.927,2.767,0.0
V58,-2.274,0.343,0.0
V59,-0.961,1.096,0.0
V60,-63.524,1.703,0.091
V61,-241.85,-2.294,0.058
V62,-19.39,-0.692,0.127
V63,-72.395,2.39,0.0
V64,-41.994,2.734,0.0
V65,-2.06,2.628,0.0
V66,-3.711,-1.014,0.073
V67,-2.552,0.123,0.0
V68,-41.963,2.767,0.0
V69,-3.274,1.397,0.0
V70,-43.761,-0.745,0.127
V71,-5.308,1.116,0.094
V72,-51.793,3.102,0.0
V73,-4.142,-0.468,0.094
V74,-114.179,-1.65,0.095
V75,-45.967,-1.36,0.228
V76,-41.992,2.734,0.0
V77,-31.173,2.728,0.0
V78,-49.9,1.339,0.091
V79,-93.939,-2.749,0.238
V80,-1.862,-1.343,0.261
V81,-31.175,2.728,0.0
V82,-41.998,2.767,0.0
V83,-0.995,0.918,0.0
V84,-22.767,0.768,0.214
V85,-2.06,2.628,0.0
V86,-42.034,2.767,0.0
V87,-27.785,-0.003,0.12
V88,-42.051,2.767,0.0
V89,-37.309,-1.352,0.1
V90,-31.177,2.728,0.0
V91,-41.991,2.734,0.0
V92,-68.835,1.35,0.0
V93,-28.954,2.016,0.167
V94,-72.401,2.39,0.0
V95,-19.267,2.0,0.167
V96,-46.036,2.736,0.0
V97,-2.207,0.085,0.168
V98,-24.061,2.779,0.0
V99,-51.912,3.103,0.0
V100,-58.303,1.698,0.182
V101,-1.64,1.709,0.0
V102,-42.14,2.767,0.0
V103,-72.407,2.39,0.0
V104,-2.015,1.578,0.0
V105,-42.619,0.644,0.0
V106,-31.179,2.728,0.0
V107,-72.412,2.39,0.0
V108,-183.492,-2.738,0.057
V109,-31.182,2.728,0.0
V110,-68.89,0.306,0.124
V111,-72.61,-1.373,0.1
V112,-31.184,2.728,0.0
V113,-46.037,2.736,0.0
V114,-3.992,0.265,0.067
V115,-31.186,2.728,0.0
V116,-85.982,-1.376,0.27
V117,-41.989,2.734,0.0
V118,-60.923,1.722,0.273
V119,-1.457,2.493,0.0
V120,-43.126,1.372,0.091
V121,-20.396,-1.333,0.128
V122,-42.157,2.767,0.0
V123,-15.717,1.989,0.167
V124,-46.038,2.736,0.0
V125,-97.639,-2.052,0.059
V126,-72.418,2.39,0.0
V127,-2.841,1.208,0.0
V128,-80.357,1.02,0.143
V129,-1.871,2.311,0.0
V130,-35.953,2.77,0.0
V131,-4.8,1.005,0.099
V132,-1.999,1.301,0.171
V133,-69.04,1.697,0.273
V134,-0.223,1.443,0.022
V135,-41.988,2.734,0.0
V136,-71.509,-2.72,0.087
V137,-2.536,2.557,0.0
V138,-78.225,1.706,0.0
V139,-58.287,1.698,0.182
V140,-3.051,-0.619,0.044
V141,-3.153,-0.238,0.321
V142,-52.93,-0.696,0.403
V143,-58.272,1.698,0.182
V144,-25.429,0.054,0.04
V145,-63.524,1.703,0.091
V146,-72.424,2.39,0.0
V147,-3.7,2.488,0.0
V148,-1.699,2.37,0.0
V149,-50.111,0.351,0.163
V150,-72.429,2.39,0.0
V151,-1.828,1.524,0.0
V152,-85.251,1.012,0.0
V153,-28.959,0.749,0.214
V154,-22.938,0.044,0.04
V155,-3.512,0.648,0.154
V156,-103.853,-2.461,0.391
V157,-19.149,-0.113,0.12
V158,-24.061,2.779,0.0
V159,-95.814,-2.759,0.076
V160,-2.212,2.81,0.0
V161,-24.06,2.779,0.0
V162,-5.332,0.15,0.085
