,Discriminacao,Dificuldade,Adivinhacao
V83,3.952,-1.169,0.655
V84,1.862,-1.9,0.008
V85,0.042,-23.111,0.109
V86,6.356,-2.228,0.009
V87,-5.307,-2.514,0.007
V88,-0.9,-1.788,0.001
V89,2.912,-2.149,0.022
V90,4.793,-0.283,0.724
V91,-0.648,-0.634,0.001
V92,0.022,-9.356,0.084
V93,1.217,-1.298,0.011
V94,-0.42,-2.328,0.005
V95,5.092,-2.123,0.003
V96,4.025,-2.018,0.009
V97,6.923,0.102,0.395
V98,3.08,-1.717,0.018
V99,16.402,-0.409,0.443
V100,7.386,0.148,0.457
V101,4.712,-1.911,0.003
V102,-0.061,29.195,0.092
V103,-0.987,-0.676,0.001
V104,-2.879,-2.432,0.055
V105,5.157,-1.385,0.02
V106,2.075,-1.361,0.011
V107,-0.618,-2.107,0.002
V108,5.096,-2.123,0.003
V109,15.931,-0.185,0.232
V110,3.258,-1.561,0.017
V111,0.705,-1.049,0.017
V112,0.149,-1.327,0.051
V113,19.496,-0.361,0.318
V114,4.213,-2.044,0.003
V115,2.45,-1.314,0.037
V116,3.04,-1.805,0.014
V117,3.73,-1.664,0.017
V118,4.214,-2.044,0.003
V119,1.865,-1.661,0.015
V120,5.072,-1.691,0.018
V121,5.103,-2.122,0.003
V122,-0.617,-1.765,0.001
V123,10.126,-0.008,0.407
V124,3.395,0.3,0.266
V125,3.208,-1.767,0.037
V126,3.984,-1.716,0.012
V127,2.288,0.15,0.292
V128,3.319,-1.591,0.05
V129,13.434,-0.091,0.214
V130,4.423,-1.552,0.036
V131,2.358,-1.917,0.013
V132,1.253,-1.361,0.018
V133,2.177,-1.917,0.008
V134,9.44,1.041,0.338
V135,-0.688,-2.355,0.001
V136,-2.879,-2.432,0.055
V137,1.695,-2.22,0.011
V138,-0.61,-2.94,0.001
V139,4.721,-1.909,0.003
V140,2.583,-1.329,0.012
V141,4.285,-1.931,0.008
V142,3.787,-1.657,0.016
V143,-0.391,-9.498,0.007
V144,-0.604,-3.797,0.002
V145,6.067,1.078,0.459
V146,5.982,0.321,0.468
V147,5.041,-1.584,0.003
V148,5.516,-1.998,0.002
V149,4.726,-1.909,0.003
V150,3.231,-1.634,0.013
V151,-1.633,-2.345,0.029
V152,6.314,-1.857,0.002
V153,4.573,-1.203,0.266
V154,16.138,-0.101,0.277
V155,1.771,-1.749,0.017
V156,0.66,-0.968,0.028
V157,-0.666,-2.982,0.001
V158,-0.823,-1.516,0.001
V159,1.155,-1.617,0.016
V160,1.945,-2.04,0.01
V161,-0.005,-120.782,0.221
V162,4.964,-1.687,0.011
V163,-1.163,-2.212,0.001
V164,3.984,-1.715,0.011
V165,6.242,0.629,0.381
V166,1.493,-1.803,0.022
V167,5.523,-1.997,0.002
V168,5.827,-1.759,0.008
V169,16.672,-0.411,0.443
V170,-0.46,-1.5,0.004
V171,-0.292,-3.166,0.016
V172,2.385,-2.016,0.01
V173,0.611,-1.929,0.027
V174,2.007,-1.547,0.012
V175,18.133,-0.364,0.424
V176,12.105,-0.611,0.445
V177,3.986,-1.715,0.012
V178,-0.261,-1.775,0.12
V179,5.526,-1.997,0.002
V180,3.831,-1.837,0.01
V181,1.941,-1.785,0.01
V182,2.295,-1.552,0.031
V183,2.056,-1.491,0.015
V184,1.713,-1.213,0.018
V185,-0.101,-3.156,0.089
V186,2.142,-1.252,0.017
V187,10.861,-0.654,0.266
V188,5.528,-1.996,0.002
V189,5.53,-1.996,0.002
V190,3.212,-0.043,0.361
V191,-0.605,-2.347,0.001
V192,-0.644,-4.734,0.002
V193,2.344,-1.746,0.013
V194,2.441,-1.243,0.049
V195,-0.306,-3.324,0.036
V196,2.39,-2.013,0.01
V197,9.785,0.006,0.214
V198,3.741,-1.74,0.012
V199,20.324,-0.368,0.297
V200,5.487,-0.707,0.324
V201,3.267,-1.885,0.011
V202,3.948,-2.19,0.003
V203,4.225,-2.043,0.003
V204,1.969,-0.503,0.085
V205,2.748,-1.695,0.015
V206,5.538,-1.995,0.002
V207,5.258,-1.662,0.002
