Metodo,Acuracia
GaussianNB,0.7339567504383402
BernoulliNB,0.48781414377556986
KNeighborsClassifier(2),0.780040911747516
KNeighborsClassifier(3),0.7732320280537697
KNeighborsClassifier(5),0.7611922852133255
KNeighborsClassifier(8),0.8041496201052016
DecisionTreeClassifier(),0.7697837521917007
RandomForestClassifier(3_estimators),0.7921975452951491
RandomForestClassifier(5_estimators),0.790531852717709
RandomForestClassifier,0.8093512565751023
SVM,0.7647574517825833
MLPClassifier,0.7492694330800702
rand1,0.42857142857142855
rand2,0.56
rand3,0.4742857142857143
majoritario,0.2857142857142857
minoritario,0.7142857142857143
pessimo,0.0
otimo,1.0
