Metodo,Acuracia
GaussianNB,0.8019323671497585
BernoulliNB,0.8502415458937198
KNeighborsClassifier(2),0.5314009661835749
KNeighborsClassifier(3),0.5990338164251208
KNeighborsClassifier(5),0.6183574879227053
KNeighborsClassifier(8),0.6328502415458938
DecisionTreeClassifier(),0.8260869565217391
RandomForestClassifier(3_estimators),0.8695652173913043
RandomForestClassifier(5_estimators),0.8695652173913043
RandomForestClassifier,0.8647342995169082
SVM,0.6714975845410628
MLPClassifier,0.6086956521739131
rand1,0.5265700483091788
rand2,0.4830917874396135
rand3,0.4830917874396135
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
