Metodo,Acuracia
GaussianNB,0.796
BernoulliNB,0.7860000000000001
KNeighborsClassifier(2),0.614
KNeighborsClassifier(3),0.6599999999999999
KNeighborsClassifier(5),0.666
KNeighborsClassifier(8),0.644
DecisionTreeClassifier(),0.8460000000000001
RandomForestClassifier(3_estimators),0.818
RandomForestClassifier(5_estimators),0.85
RandomForestClassifier,0.8859999999999999
SVM,0.6319999999999999
MLPClassifier,0.782
rand1,0.5555555555555556
rand2,0.46859903381642515
rand3,0.5169082125603864
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
