,Discriminacao,Dificuldade,Adivinhacao
V121,11.407,-0.689,0.002
V122,12.038,-0.76,0.003
V123,1.591,-1.831,0.14
V124,13.271,0.463,0.63
V125,5.374,-1.074,0.013
V126,-4.174,-0.625,0.0
V127,2.345,-1.33,0.032
V128,9.894,-0.891,0.001
V129,13.899,-0.8,0.003
V130,4.158,-1.209,0.014
V131,4.44,-0.982,0.019
V132,-3.086,-0.612,0.0
V133,12.212,-0.74,0.002
V134,9.897,-0.891,0.001
V135,11.241,-0.764,0.003
V136,13.725,-0.388,0.632
V137,13.147,-0.38,0.552
V138,1.501,-1.791,0.196
V139,9.419,-0.779,0.003
V140,3.798,-0.908,0.003
V141,5.495,-0.813,0.071
V142,2.743,-1.171,0.028
V143,8.04,-0.841,0.001
V144,11.152,-0.798,0.003
V145,-2.942,-0.742,0.0
V146,0.429,20.944,0.092
V147,2.743,-1.172,0.029
V148,-2.878,-0.868,0.0
V149,10.19,-0.29,0.649
V150,18.834,0.449,0.513
V151,16.552,0.802,0.414
V152,-2.998,-0.875,0.0
V153,-3.178,-0.552,0.0
V154,-4.326,-0.587,0.0
V155,5.374,-1.074,0.013
V156,2.984,-0.833,0.012
V157,11.515,0.826,0.36
V158,3.406,-1.348,0.016
V159,1.448,-2.335,0.085
V160,-3.892,-0.959,0.0
V161,-4.516,-0.537,0.0
V162,-2.996,-0.958,0.0
V163,4.285,-0.92,0.026
V164,-0.999,-2.034,0.0
V165,13.316,0.736,0.32
V166,4.683,-0.909,0.038
V167,1.366,-1.854,0.223
V168,-2.98,-0.814,0.0
V169,-4.128,-0.663,0.0
V170,11.34,-0.823,0.003
V171,-3.011,-0.675,0.0
V172,1.231,-2.922,0.065
V173,4.462,-0.982,0.02
V174,-2.988,-0.706,0.0
V175,5.016,0.351,0.705
V176,1.228,-2.931,0.065
V177,9.551,-0.656,0.148
V178,-2.943,-0.741,0.0
V179,-3.01,-0.673,0.0
V180,3.873,-1.281,0.016
V181,1.725,-2.125,0.067
V182,2.676,-1.09,0.04
V183,12.513,-0.759,0.002
V184,9.991,-0.811,0.003
V185,-3.863,-0.708,0.0
V186,16.161,0.749,0.493
V187,4.075,-1.211,0.014
V188,-4.33,-0.587,0.0
V189,-3.745,-0.759,0.0
V190,-2.899,-0.805,0.0
V191,3.341,-1.113,0.02
V192,9.991,-0.811,0.003
V193,5.339,0.403,0.714
V194,11.339,-0.823,0.003
V195,3.684,-0.81,0.003
V196,11.338,-0.823,0.003
V197,3.815,-0.907,0.003
V198,-4.174,-0.625,0.0
V199,3.106,-1.297,0.018
V200,1.995,-0.745,0.008
V201,2.82,-0.358,0.006
V202,3.102,-1.009,0.009
V203,2.762,-0.97,0.087
V204,3.208,-1.065,0.009
V205,3.102,-1.009,0.009
V206,4.422,-0.979,0.018
V207,1.874,-0.915,0.017
