,Discriminacao,Dificuldade,Adivinhacao
V1,5.965,-1.064,0.017
V2,-2.502,-1.398,0.0
V3,7.412,-0.613,0.239
V4,-2.394,-1.286,0.0
V5,13.532,-0.754,0.002
V6,-2.505,-1.395,0.0
V7,5.097,-1.024,0.021
V8,7.49,-0.721,0.126
V9,13.601,-0.803,0.003
V10,-3.809,-0.712,0.0
V11,-1.777,-0.514,0.0
V12,7.346,-0.723,0.124
V13,5.725,-0.278,0.726
V14,-2.21,-1.194,0.0
V15,6.659,-0.635,0.271
V16,-2.876,-1.251,0.0
V17,-2.945,-0.84,0.0
V18,-3.208,-1.077,0.0
V19,-2.134,-0.105,0.0
V20,-2.225,-0.836,0.0
V21,3.218,-1.047,0.027
V22,12.508,-0.784,0.003
V23,-1.645,-0.823,0.0
V24,11.941,-0.671,0.002
V25,6.775,-0.771,0.106
V26,3.045,-0.615,0.629
V27,-2.22,-0.256,0.0
V28,5.073,-1.023,0.02
V29,5.925,-1.064,0.017
V30,-2.258,-0.579,0.0
V31,13.32,-0.804,0.003
V32,-2.579,-1.131,0.0
V33,-3.389,-0.47,0.0
V34,-1.216,-0.656,0.0
V35,4.682,-0.977,0.025
V36,-1.926,-0.531,0.0
V37,-2.4,-0.121,0.0
V38,6.437,-0.78,0.094
V39,12.359,-0.655,0.002
V40,3.306,-1.113,0.022
V41,13.319,-0.804,0.003
V42,13.616,-0.802,0.003
V43,12.405,-0.76,0.002
V44,2.325,-0.784,0.524
V45,5.906,-1.064,0.016
V46,-2.787,-1.429,0.0
V47,5.977,-1.065,0.017
V48,13.615,-0.803,0.003
V49,-3.08,-1.022,0.0
V50,5.117,-1.021,0.021
V51,14.555,-0.828,0.003
V52,10.448,0.458,0.632
V53,-3.352,-1.126,0.0
V54,14.394,-0.827,0.003
V55,13.598,-0.803,0.003
V56,8.372,-0.616,0.251
V57,-2.322,-0.708,0.0
V58,12.707,-0.739,0.002
V59,5.927,-1.064,0.017
V60,5.885,-1.064,0.016
V61,5.968,-1.064,0.017
V62,2.756,-1.168,0.029
V63,5.779,-0.261,0.727
V64,-2.086,-0.625,0.0
V65,1.575,-1.669,0.242
V66,-2.635,0.077,0.0
V67,4.581,-0.977,0.023
V68,3.475,-1.181,0.018
V69,13.178,0.237,0.453
V70,8.128,-0.716,0.139
V71,-2.023,-0.562,0.0
V72,3.419,-1.164,0.019
V73,5.97,-1.064,0.017
V74,-2.939,-0.905,0.0
V75,-2.905,-0.797,0.0
V76,13.416,-0.803,0.003
V77,-2.955,-0.833,0.0
V78,1.453,-2.327,0.089
V79,1.57,-1.674,0.238
V80,4.992,-1.026,0.019
V81,12.507,-0.784,0.003
V82,4.69,-0.975,0.026
V83,11.21,-0.672,0.002
V84,2.889,-1.237,0.023
V85,5.908,-1.064,0.016
V86,1.453,-2.326,0.09
V87,-2.725,-0.574,0.0
V88,12.905,-0.781,0.003
V89,8.586,-0.624,0.135
V90,4.783,0.399,0.805
V91,-2.586,0.069,0.0
V92,12.095,-0.725,0.002
V93,11.341,-0.823,0.004
V94,5.504,-0.811,0.071
V95,3.809,-0.616,0.002
V96,-4.811,-0.462,0.0
V97,3.815,-0.907,0.003
V98,12.413,-0.759,0.002
V99,3.87,-0.434,0.703
V100,1.737,-0.82,0.033
V101,2.376,-0.667,0.017
V102,-4.128,-0.663,0.0
V103,1.444,-2.094,0.118
V104,3.658,-1.154,0.016
V105,3.102,-1.009,0.009
V106,-2.897,-0.807,0.0
V107,-3.734,-0.761,0.0
V108,1.459,-2.31,0.09
V109,2.902,-1.233,0.023
V110,3.084,-1.489,0.018
V111,11.933,-0.725,0.002
V112,-2.998,-0.68,0.0
V113,-4.293,-0.586,0.0
V114,-3.181,-0.553,0.0
V115,5.493,-0.813,0.071
V116,11.59,-0.742,0.002
V117,-4.102,-0.748,0.0
V118,3.703,-1.541,0.009
V119,-0.956,-2.082,0.0
V120,9.151,0.707,0.312
