,acc_score,f1_score
GaussianNB,0.6342857142857142,0.6049382716049382
KNeighborsClassifier(8),0.68,0.3170731707317073
DecisionTreeClassifier(),0.6857142857142857,0.45544554455445546
RandomForestClassifier,0.7485714285714286,0.4883720930232558
SVM,0.6971428571428572,0.5954198473282443
MLPClassifier,0.68,0.4285714285714286
