,Discriminacao,Dificuldade,Adivinhacao
V1,5.049,-1.087,0.011
V2,-2.476,-1.382,0.0
V3,3.214,-0.968,0.034
V4,-2.283,-1.234,0.0
V5,4.035,-0.884,0.001
V6,-2.054,-1.365,0.0
V7,4.471,-1.026,0.013
V8,10.274,-0.679,0.132
V9,14.329,-0.765,0.001
V10,-3.878,-0.749,0.0
V11,-1.853,-0.495,0.0
V12,8.597,-0.707,0.139
V13,10.895,-0.334,0.689
V14,-2.139,-1.167,0.0
V15,2.552,-0.893,0.023
V16,-2.844,-1.224,0.0
V17,-3.032,-0.714,0.0
V18,-3.169,-1.061,0.0
V19,-2.043,-0.093,0.0
V20,-2.23,-1.019,0.0
V21,3.286,-1.035,0.017
V22,14.423,-0.768,0.001
V23,-1.6,-1.036,0.0
V24,4.037,-0.649,0.001
V25,3.005,-0.936,0.004
V26,7.176,-0.277,0.756
V27,-2.313,-0.015,0.0
V28,4.476,-1.032,0.012
V29,5.057,-1.086,0.01
V30,-2.126,-0.556,0.0
V31,15.369,-0.784,0.001
V32,-2.857,-1.214,0.0
V33,-3.593,-0.452,0.0
V34,-1.19,-0.574,0.0
V35,4.469,-1.029,0.014
V36,-1.897,-0.541,0.0
V37,-2.34,-0.123,0.0
V38,6.976,-0.753,0.132
V39,4.331,-0.556,0.001
V40,3.494,-1.097,0.013
V41,15.369,-0.784,0.001
V42,15.58,-0.783,0.001
V43,14.77,-0.764,0.001
V44,17.608,-0.411,0.628
V45,5.058,-1.087,0.01
V46,-2.476,-1.382,0.0
V47,5.044,-1.083,0.011
V48,15.772,-0.781,0.001
V49,-3.171,-1.059,0.0
V50,5.05,-1.087,0.011
V51,18.024,-0.837,0.001
V52,16.773,0.505,0.638
V53,-3.389,-1.111,0.0
V54,16.537,-0.805,0.001
V55,16.38,-0.806,0.001
V56,2.534,-0.967,0.014
V57,-2.371,-0.692,0.0
V58,14.62,-0.725,0.001
V59,5.057,-1.086,0.01
V60,5.069,-1.086,0.01
V61,5.05,-1.087,0.01
V62,2.253,-1.142,0.017
V63,6.052,0.077,0.738
V64,-2.251,-0.445,0.0
V65,1.422,-1.699,0.291
V66,-2.527,0.111,0.0
V67,4.194,-0.976,0.015
V68,3.74,-1.156,0.01
V69,19.464,0.302,0.485
V70,2.977,-0.876,0.005
V71,-1.927,-0.541,0.0
V72,2.864,-1.214,0.007
V73,5.05,-1.087,0.01
V74,-2.967,-0.884,0.0
V75,-2.968,-0.884,0.0
V76,15.409,-0.784,0.001
V77,-2.96,-0.828,0.0
V78,1.432,-2.344,0.118
V79,7.398,-0.273,0.749
V80,4.485,-1.038,0.011
V81,14.422,-0.768,0.001
V82,4.484,-1.031,0.012
V83,13.814,-0.694,0.001
V84,2.825,-1.248,0.014
V85,5.058,-1.087,0.01
V86,1.434,-2.341,0.12
V87,-2.613,-0.506,0.0
V88,15.409,-0.784,0.001
V89,11.673,-0.608,0.124
V90,0.955,-2.283,0.205
V91,-2.451,0.016,0.0
V92,14.754,-0.725,0.001
V93,13.203,-0.802,0.002
V94,5.281,-0.799,0.089
V95,3.22,-0.578,0.001
V96,-3.845,-0.372,0.0
V97,4.032,-0.883,0.001
V98,14.043,-0.747,0.001
V99,1.453,-1.655,0.313
V100,1.662,-0.86,0.02
V101,2.616,-0.518,0.034
V102,-3.95,-0.637,0.0
V103,1.41,-2.396,0.11
V104,3.769,-1.12,0.01
V105,3.074,-0.999,0.004
V106,-2.989,-0.768,0.0
V107,-3.947,-0.699,0.0
V108,1.544,-2.483,0.071
V109,3.099,-1.287,0.012
V110,3.088,-1.507,0.012
V111,12.783,-0.752,0.001
V112,-3.037,-0.712,0.0
V113,-4.253,-0.554,0.0
V114,-3.318,-0.533,0.0
V115,6.771,-0.753,0.129
V116,13.164,-0.73,0.001
V117,-3.832,-0.729,0.0
V118,4.008,-1.533,0.004
V119,1.073,8.26,0.117
V120,18.184,0.973,0.356
V121,13.488,-0.695,0.001
V122,13.753,-0.748,0.001
V123,1.633,-1.964,0.121
V124,20.705,0.413,0.627
V125,5.23,-1.09,0.008
V126,-4.071,-0.596,0.0
V127,2.361,-1.299,0.022
V128,11.361,-0.857,0.0
V129,11.365,-0.857,0.0
V130,4.146,-1.207,0.009
V131,4.188,-0.912,0.035
V132,-2.732,-0.611,0.0
V133,13.651,-0.729,0.001
V134,15.337,-0.784,0.001
V135,12.783,-0.752,0.001
V136,16.2,-0.402,0.574
V137,16.748,-0.372,0.535
V138,1.525,-1.907,0.196
V139,10.566,-0.769,0.001
V140,4.038,-0.884,0.001
V141,5.376,-0.798,0.092
V142,2.691,-1.171,0.019
V143,14.033,-0.747,0.001
V144,12.86,-0.779,0.001
V145,-3.026,-0.715,0.0
V146,-1.244,-1.494,0.028
V147,2.699,-1.16,0.02
V148,-2.971,-0.825,0.0
V149,2.734,-0.805,0.598
V150,16.839,0.466,0.456
V151,22.176,0.83,0.409
V152,-2.587,-0.919,0.0
V153,-2.814,-0.555,0.0
V154,-3.95,-0.637,0.0
V155,5.23,-1.09,0.008
V156,3.088,-0.697,0.017
V157,18.357,1.008,0.354
V158,2.885,-1.199,0.015
V159,1.411,-2.393,0.111
V160,-3.865,-0.783,0.0
V161,-3.436,-0.492,0.0
V162,-2.986,-0.946,0.0
V163,4.071,-0.926,0.021
V164,-0.949,-2.079,0.0
V165,15.318,0.755,0.318
V166,4.093,-0.917,0.028
V167,1.288,-2.189,0.175
V168,-2.625,-0.707,0.0
V169,-3.95,-0.637,0.0
V170,13.202,-0.802,0.002
V171,-2.736,-0.608,0.0
V172,1.289,-2.75,0.072
V173,4.224,-0.976,0.014
V174,-2.969,-0.884,0.0
V175,7.919,0.495,0.702
V176,1.282,-2.773,0.067
V177,2.599,-1.104,0.009
V178,-3.024,-0.716,0.0
V179,-2.6,-0.718,0.0
V180,3.499,-1.34,0.01
V181,1.735,-2.106,0.072
V182,2.627,-1.088,0.032
V183,11.518,-0.788,0.002
V184,11.518,-0.788,0.002
V185,-3.886,-0.799,0.0
V186,20.701,0.829,0.462
V187,4.101,-1.211,0.009
V188,-3.16,-0.619,0.0
V189,-3.895,-0.753,0.0
V190,-2.992,-0.769,0.0
V191,3.288,-1.036,0.017
V192,11.518,-0.788,0.002
V193,6.064,0.228,0.714
V194,13.201,-0.802,0.002
V195,3.921,-0.795,0.001
V196,13.2,-0.802,0.001
V197,4.032,-0.883,0.001
V198,-3.981,-0.641,0.0
V199,3.114,-1.28,0.011
V200,2.054,-0.645,0.004
V201,3.362,-0.226,0.003
V202,3.074,-0.999,0.004
V203,2.2,-1.102,0.027
V204,3.175,-1.074,0.004
V205,3.074,-0.999,0.004
V206,4.263,-0.979,0.013
V207,1.889,-0.889,0.008
