Metodo,Acuracia
GaussianNB,0.8019999999999999
BernoulliNB,0.8
KNeighborsClassifier(2),0.626
KNeighborsClassifier(3),0.6719999999999999
KNeighborsClassifier(5),0.6719999999999999
KNeighborsClassifier(8),0.65
DecisionTreeClassifier(),0.842
RandomForestClassifier(3_estimators),0.8140000000000001
RandomForestClassifier(5_estimators),0.8380000000000001
RandomForestClassifier,0.884
SVM,0.6319999999999999
MLPClassifier,0.786
rand1,0.5555555555555556
rand2,0.46859903381642515
rand3,0.5169082125603864
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
