,acc_score,f1_score
GaussianNB,0.7632850241545893,0.8063241106719368
KNeighborsClassifier(8),0.6714975845410628,0.7118644067796609
DecisionTreeClassifier(),0.8019323671497585,0.8240343347639484
RandomForestClassifier,0.8647342995169082,0.8793103448275862
SVM,0.6328502415458938,0.7397260273972602
MLPClassifier,0.8164251207729468,0.8347826086956521
