Metodo,Acuracia
GaussianNB,0.8172606568832984
BernoulliNB,0.8132075471698113
KNeighborsClassifier(2),0.6287910552061495
KNeighborsClassifier(3),0.7069881201956674
KNeighborsClassifier(5),0.7106918238993709
KNeighborsClassifier(8),0.7069182389937106
DecisionTreeClassifier(),0.8266247379454926
RandomForestClassifier(3_estimators),0.8191474493361286
RandomForestClassifier(5_estimators),0.852795248078267
RandomForestClassifier,0.9030747728860936
SVM,0.6101327742837177
MLPClassifier,0.7796995108315864
rand1,0.5555555555555556
rand2,0.46859903381642515
rand3,0.5169082125603864
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
