,Discriminacao,Dificuldade,Adivinhacao
V1,26.842,-2.109,0.0
V2,88.176,-0.71,0.126
V3,3.484,-2.621,0.0
V4,38.404,-2.031,0.0
V5,22.644,-2.751,0.0
V6,1.922,-1.002,0.0
V7,-0.632,-2.951,0.231
V8,6.071,1.239,0.022
V9,3.484,-2.621,0.0
V10,22.65,-2.751,0.0
V11,1.058,-1.654,0.0
V12,5.136,0.587,0.094
V13,44.691,-1.324,0.0
V14,1.709,-1.838,0.0
V15,34.909,-2.095,0.0
V16,35.353,-2.03,0.0
V17,46.695,1.359,0.053
V18,4.649,-1.611,0.0
V19,34.907,-2.095,0.0
V20,2.915,1.733,0.015
V21,35.83,2.057,0.117
V22,20.752,2.061,0.108
V23,66.654,1.368,0.267
V24,3.152,-2.45,0.0
V25,1.346,-1.076,0.0
V26,4.499,0.264,0.291
V27,3.156,-2.45,0.0
V28,52.332,1.384,0.094
V29,35.705,2.388,0.035
V30,18.67,-2.049,0.0
V31,1.497,-2.511,0.0
V32,41.446,2.051,0.036
V33,2.384,1.514,0.031
V34,3.154,-2.45,0.0
V35,3.251,-1.889,0.0
V36,43.681,2.399,0.027
V37,3.484,-2.621,0.0
V38,3.757,-1.977,0.0
V39,4.53,-0.616,0.13
V40,25.612,-2.022,0.25
V41,26.782,-2.049,0.0
V42,48.444,2.05,0.018
V43,27.364,2.052,0.036
V44,30.736,2.468,0.044
V45,3.111,0.002,0.097
V46,47.88,1.417,0.165
V47,45.904,2.389,0.009
V48,25.78,-2.076,0.0
V49,2.525,-0.563,0.097
V50,49.269,2.049,0.009
V51,1.021,-2.577,0.0
V52,32.459,-2.07,0.0
V53,31.49,-2.049,0.0
V54,42.657,2.051,0.045
V55,3.253,-1.889,0.0
V56,45.014,-2.013,0.0
V57,1.761,-2.339,0.0
V58,90.614,-0.002,0.231
V59,0.525,-0.492,0.0
V60,4.658,1.992,0.011
V61,62.794,1.407,0.031
V62,29.268,-2.025,0.0
V63,1.32,-2.302,0.0
V64,3.484,-2.621,0.0
V65,1.262,-2.898,0.0
V66,2.639,-1.849,0.0
V67,25.779,-2.076,0.0
V68,57.289,1.678,0.081
V69,33.228,2.056,0.099
V70,1.381,-2.763,0.0
V71,2.493,-2.381,0.0
V72,33.38,2.051,0.027
V73,38.529,-2.007,0.0
V74,1.593,0.86,0.137
V75,2.455,-1.45,0.0
V76,2.669,-0.544,0.041
V77,4.29,-1.846,0.0
V78,168.92,0.308,0.373
V79,0.642,1.342,0.001
V80,26.494,-2.075,0.0
V81,39.809,-2.388,0.0
V82,22.192,0.601,0.173
V83,2.223,-0.655,0.15
V84,4.17,0.854,0.427
V85,25.675,-2.022,0.25
V86,72.873,0.693,0.182
V87,3.154,-2.45,0.0
V88,14.722,1.351,0.069
V89,29.902,-2.103,0.0
V90,0.996,2.828,0.115
V91,1.494,-0.735,0.0
V92,45.838,2.05,0.018
V93,1.481,-1.971,0.0
V94,1.958,-2.947,0.0
V95,1.054,-0.524,0.0
V96,64.638,-0.695,0.0
V97,2.001,-2.706,0.0
V98,78.405,-1.036,0.251
V99,30.862,-2.027,0.0
V100,22.703,-2.751,0.0
V101,59.116,0.707,0.332
V102,0.845,-2.707,0.0
V103,3.484,-2.621,0.0
V104,1.434,-1.476,0.0
V105,60.786,0.672,0.378
V106,0.697,0.209,0.0
V107,29.321,-2.025,0.0
V108,2.454,-1.45,0.0
V109,3.156,-2.45,0.0
V110,35.38,-2.069,0.0
V111,3.474,-2.622,0.0
V112,3.663,1.567,0.055
V113,2.408,0.459,0.03
V114,1.255,-0.613,0.0
V115,60.627,-0.698,0.126
V116,3.484,-2.621,0.0
V117,50.58,1.383,0.074
V118,50.441,1.391,0.081
V119,82.871,-0.677,0.126
V120,29.93,-2.103,0.0
V121,3.154,-2.45,0.0
V122,45.013,2.392,0.018
V123,3.76,-1.977,0.0
V124,3.473,-2.621,0.0
V125,0.774,1.486,0.207
V126,-0.761,3.824,0.0
V127,-0.67,4.372,0.0
V128,-3.526,-2.634,0.009
V129,-24.812,-3.133,0.077
V130,-1.259,2.77,0.0
V131,-0.714,2.831,0.0
V132,-0.47,4.526,0.0
V133,-0.672,2.659,0.0
V134,-1.141,2.378,0.0
V135,-0.548,3.721,0.0
V136,-0.784,0.153,0.0
V137,-3.252,-1.999,0.045
V138,-0.796,3.148,0.0
V139,-2.061,-1.57,0.013
V140,-1.36,-0.904,0.224
V141,-0.987,2.338,0.0
V142,-0.366,-0.736,0.0
V143,-0.821,3.335,0.0
V144,-1.657,-1.165,0.1
V145,-3.155,-2.463,0.009
V146,-2.773,-3.034,0.01
V147,-3.724,-1.983,0.009
V148,-0.087,12.211,0.003
V149,-2.672,-1.929,0.071
V150,-0.742,2.751,0.0
V151,-0.34,2.788,0.0
V152,-0.533,4.582,0.0
V153,-0.722,4.149,0.0
V154,-0.919,1.477,0.0
V155,-0.706,3.866,0.0
V156,-0.504,4.613,0.0
V157,-0.277,10.501,0.002
V158,-0.611,3.818,0.0
V159,-4.171,-1.275,0.01
V160,-1.101,2.176,0.0
V161,-0.685,2.816,0.0
V162,-1.78,-2.14,0.05
V163,-0.097,10.954,0.002
V164,-2.398,-0.829,0.014
V165,-0.648,4.288,0.0
V166,-0.736,3.913,0.0
V167,-1.092,-1.79,0.025
V168,-0.705,3.184,0.0
V169,-3.724,-1.983,0.009
V170,-2.181,-1.508,0.057
V171,-0.678,3.278,0.0
V172,-0.757,3.264,0.0
V173,-0.789,3.168,0.0
V174,-2.471,-2.497,0.015
V175,-0.355,-1.822,0.0
