,acc_score,f1_score
GaussianNB,0.7729468599033816,0.8185328185328187
KNeighborsClassifier(8),0.6183574879227053,0.6069651741293534
DecisionTreeClassifier(),0.8454106280193237,0.8608695652173913
RandomForestClassifier,0.8743961352657005,0.8869565217391304
SVM,0.6714975845410628,0.7687074829931972
MLPClassifier,0.7246376811594203,0.7692307692307693
