Metodo,Acuracia
GaussianNB,0.7729468599033816
BernoulliNB,0.7922705314009661
KNeighborsClassifier(2),0.6086956521739131
KNeighborsClassifier(3),0.6763285024154589
KNeighborsClassifier(5),0.6859903381642513
KNeighborsClassifier(8),0.6183574879227053
DecisionTreeClassifier(),0.8454106280193237
RandomForestClassifier(3_estimators),0.8454106280193237
RandomForestClassifier(5_estimators),0.8405797101449275
RandomForestClassifier,0.8743961352657005
SVM,0.6714975845410628
MLPClassifier,0.7246376811594203
rand1,0.4444444444444444
rand2,0.5507246376811594
rand3,0.45410628019323673
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
