,Discriminacao,Dificuldade,Adivinhacao
V1,10.944,0.68,0.202
V2,14.5,0.348,0.3
V3,-1.768,-0.485,0.001
V4,-1.884,-0.825,0.001
V5,7.623,-1.073,0.175
V6,10.024,-0.844,0.022
V7,10.086,0.263,0.326
V8,10.053,-0.916,0.019
V9,-2.391,-1.371,0.001
V10,4.436,-0.568,0.24
V11,9.807,-0.846,0.02
V12,-1.813,-0.944,0.001
V13,15.955,0.336,0.355
V14,-2.924,-0.465,0.001
V15,10.393,-0.974,0.02
V16,7.631,-1.072,0.175
V17,6.618,3.496,0.156
V18,5.324,-0.88,0.12
V19,9.244,-0.759,0.021
V20,9.421,-0.889,0.019
V21,10.388,-0.974,0.02
V22,6.798,-1.141,0.066
V23,-1.989,-1.221,0.001
V24,9.448,-0.826,0.02
V25,5.816,-1.096,0.065
V26,9.058,-0.633,0.289
V27,10.064,-0.922,0.02
V28,7.591,-1.129,0.061
V29,10.052,-0.916,0.019
V30,10.951,0.724,0.338
V31,19.464,0.94,0.277
V32,9.371,-0.759,0.021
V33,-3.373,-0.773,0.0
V34,5.52,-0.631,0.495
V35,9.476,-1.218,0.106
V36,-1.234,-1.104,0.002
V37,1.359,-1.118,0.118
V38,4.814,-0.6,0.023
V39,7.897,0.384,0.511
V40,-1.394,-1.614,0.002
V41,9.344,-0.779,0.021
V42,-2.082,-1.107,0.001
V43,9.351,-0.781,0.021
V44,10.799,-0.903,0.022
V45,2.582,0.363,0.566
V46,9.296,-0.806,0.021
V47,8.128,-1.312,0.225
V48,4.041,-0.849,0.28
V49,11.833,-1.08,0.021
V50,-2.449,-0.726,0.001
V51,-1.704,-1.053,0.001
V52,4.774,-0.528,0.256
V53,7.595,-0.72,0.276
V54,9.6,-0.826,0.021
V55,12.525,0.359,0.39
V56,4.685,0.117,0.451
V57,-2.398,-0.688,0.001
V58,-1.459,-1.429,0.001
V59,10.715,-0.972,0.02
V60,15.614,0.336,0.374
V61,-2.422,-1.446,0.001
V62,2.137,-1.121,0.057
V63,-1.844,-1.691,0.001
V64,-2.794,-0.804,0.001
V65,9.477,-1.217,0.106
V66,9.249,-0.781,0.021
V67,11.83,-1.08,0.021
V68,-2.162,-0.992,0.001
V69,11.829,-1.08,0.021
V70,-2.148,-0.775,0.002
V71,7.988,0.62,0.497
V72,3.105,-0.078,0.408
V73,5.823,-1.095,0.066
V74,12.271,0.302,0.296
V75,-2.783,-0.805,0.0
V76,-2.0,-1.275,0.001
V77,10.665,-0.906,0.022
V78,8.057,0.151,0.402
V79,5.733,-0.859,0.148
V80,5.485,-0.979,0.09
V81,9.639,-0.923,0.019
V82,10.714,-0.972,0.02
V83,10.052,-0.916,0.019
V84,9.648,-0.78,0.021
V85,7.66,-1.071,0.175
V86,10.525,-0.578,0.28
V87,5.712,-0.908,0.126
V88,2.192,-1.04,0.069
V89,11.298,-0.958,0.022
V90,7.959,-0.685,0.287
V91,6.122,-0.884,0.15
V92,11.81,0.756,0.162
V93,9.729,-0.727,0.021
V94,10.714,-0.972,0.021
V95,17.612,0.937,0.313
V96,9.914,-0.695,0.021
V97,10.072,-0.876,0.021
V98,2.85,-0.81,0.096
V99,1.818,-0.674,0.096
V100,2.031,-0.584,0.087
V101,9.112,-0.858,0.019
V102,-2.712,-0.86,0.001
V103,3.354,-1.124,0.108
V104,11.539,-0.952,0.023
V105,9.634,-0.713,0.022
V106,9.579,-0.758,0.021
V107,9.512,-0.614,0.284
V108,9.333,-0.742,0.021
V109,10.267,-0.662,0.021
V110,10.051,-0.916,0.019
V111,9.662,-0.825,0.021
V112,6.705,-1.146,0.057
V113,8.841,-0.813,0.019
V114,6.206,-0.88,0.156
V115,9.32,-0.76,0.021
V116,-3.076,-1.007,0.001
V117,7.869,-0.685,0.289
V118,9.743,-0.741,0.021
V119,-2.588,-0.722,0.001
V120,-1.751,-0.851,0.001
V121,9.746,-0.848,0.021
V122,8.133,-1.309,0.232
V123,7.525,-1.135,0.055
V124,1.029,-1.689,0.107
V125,9.476,-0.826,0.022
V126,-2.819,-0.437,0.001
V127,2.037,-0.541,0.245
V128,-2.747,-0.554,0.001
V129,-3.239,-0.857,0.0
V130,-4.021,-0.854,0.001
V131,8.14,-0.505,0.54
V132,-3.338,-0.813,0.001
V133,-4.173,-0.768,0.0
V134,-4.496,-0.667,0.0
V135,-4.241,-1.04,0.001
V136,5.841,-0.613,0.53
V137,9.862,-0.245,0.396
V138,9.256,-0.492,0.514
V139,3.339,-0.887,0.097
V140,-1.718,-0.813,0.001
V141,-1.544,-0.612,0.001
V142,1.646,-0.109,0.36
V143,2.421,-0.857,0.073
V144,10.565,-0.158,0.373
V145,-1.66,-0.455,0.001
V146,4.3,-0.832,0.305
V147,1.606,-0.835,0.159
V148,8.387,-0.507,0.543
V149,8.372,-0.658,0.288
V150,-3.242,-0.857,0.0
V151,7.795,-0.358,0.669
V152,-2.647,-0.918,0.001
V153,-3.614,-0.697,0.0
V154,2.02,6.979,0.339
V155,9.056,-0.419,0.571
V156,-4.266,-0.732,0.0
V157,-1.511,-0.307,0.001
V158,5.795,-0.141,0.515
V159,-3.171,-0.902,0.001
V160,-3.317,-0.816,0.001
V161,9.361,-0.493,0.516
V162,-2.453,-0.682,0.001
V163,-2.146,-0.41,0.001
V164,-3.171,-0.901,0.0
V165,-3.134,-0.95,0.001
V166,-4.087,-0.806,0.0
V167,-4.035,-0.847,0.001
V168,-4.011,-1.323,0.001
V169,8.282,-0.658,0.287
V170,5.826,-0.611,0.529
V171,9.121,-0.235,0.498
V172,-1.43,-0.726,0.001
V173,-3.094,-0.55,0.001
V174,-2.065,-0.082,0.001
V175,7.419,-0.208,0.425
