,acc_score,f1_score
GaussianNB,0.6057142857142858,0.5868263473053893
KNeighborsClassifier(8),0.68,0.540983606557377
DecisionTreeClassifier(),0.68,0.48148148148148145
RandomForestClassifier,0.7257142857142858,0.5102040816326531
SVM,0.6285714285714286,0.5751633986928105
MLPClassifier,0.6971428571428572,0.4301075268817204
