Metodo,Acuracia
GaussianNB,0.7922705314009661
BernoulliNB,0.8695652173913043
KNeighborsClassifier(2),0.5507246376811594
KNeighborsClassifier(3),0.6086956521739131
KNeighborsClassifier(5),0.6280193236714976
KNeighborsClassifier(8),0.6376811594202898
DecisionTreeClassifier(),0.8260869565217391
RandomForestClassifier(3_estimators),0.8502415458937198
RandomForestClassifier(5_estimators),0.8454106280193237
RandomForestClassifier,0.8888888888888888
SVM,0.6570048309178744
MLPClassifier,0.8164251207729468
rand1,0.5265700483091788
rand2,0.4830917874396135
rand3,0.4830917874396135
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
