,Discriminacao,Dificuldade,Adivinhacao
V1,1.351,-1.368,0.0
V2,1.289,-1.41,0.0
V3,3.125,2.178,0.067
V4,0.781,-2.033,0.0
V5,2.467,-1.181,0.072
V6,1.486,-1.891,0.0
V7,0.886,-1.992,0.0
V8,86.313,2.759,0.009
V9,0.929,-2.44,0.0
V10,0.663,-2.715,0.0
V11,1.389,-2.352,0.0
V12,0.758,-2.847,0.0
V13,0.56,-1.942,0.0
V14,0.258,-9.774,0.0
V15,-2.874,1.015,0.168
V16,-194.779,-0.687,0.022
V17,-3.996,2.484,0.0
V18,-3.082,2.768,0.0
V19,-16.892,2.049,0.501
V20,-1.144,3.723,0.0
V21,-146.678,1.704,0.125
V22,-201.802,-1.374,0.04
V23,-4.633,-0.851,0.011
V24,-132.168,0.685,0.085
V25,-58.932,2.068,0.0
V26,-57.177,2.03,0.0
V27,-160.052,-1.37,0.02
V28,-4.999,-1.236,0.034
V29,-93.129,2.049,0.0
V30,-123.875,-2.046,0.045
V31,-58.928,2.068,0.0
V32,-3.996,2.484,0.0
V33,-160.394,-1.37,0.03
V34,-112.562,-1.355,0.03
V35,-18.34,1.489,0.25
V36,-3.984,2.484,0.0
V37,-3.996,2.484,0.0
V38,-4.458,-0.97,0.24
V39,-192.852,-0.688,0.032
V40,-2.229,-1.954,0.048
V41,-141.194,-1.64,0.0
V42,-205.478,-1.375,0.05
V43,-28.198,-0.738,0.011
V44,-109.199,2.399,0.0
V45,-3.28,-1.389,0.031
V46,-3.563,-1.011,0.048
V47,-34.126,-1.334,0.081
V48,-2.295,2.174,0.0
V49,-146.671,1.704,0.125
V50,-4.652,0.766,0.151
V51,-113.403,-1.359,0.03
V52,-152.979,-2.04,0.036
V53,-2.694,-1.423,0.066
V54,-109.197,2.399,0.0
V55,-105.793,2.059,0.0
V56,-223.113,0.689,0.193
V57,-26.971,2.725,0.0
V58,-120.063,-2.038,0.009
V59,-141.404,-2.04,0.027
V60,-238.889,0.665,0.085
V61,-39.808,-2.015,0.027
V62,-3.311,-1.786,0.01
V63,-105.791,2.059,0.0
V64,-3.996,2.484,0.0
V65,-23.201,1.395,0.375
V66,-6.763,-0.589,0.066
V67,-4.43,0.947,0.0
V68,-27.278,2.725,0.0
V69,-4.999,-1.236,0.034
V70,-2.964,-1.796,0.036
V71,-3.787,0.749,0.038
V72,-17.649,2.049,0.501
V73,-202.851,-0.671,0.118
V74,-3.49,-1.399,0.034
V75,-72.38,-2.045,0.045
V76,-64.784,2.038,0.25
V77,-109.196,2.399,0.0
V78,-163.502,0.67,0.042
V79,-126.321,-2.062,0.036
V80,-143.114,-2.04,0.027
V81,-109.194,2.399,0.0
V82,-27.587,2.725,0.0
V83,-141.539,-2.04,0.027
V84,-2.53,1.17,0.192
V85,-90.515,1.847,0.375
V86,-27.897,2.726,0.0
V87,-132.239,-2.046,0.018
V88,-28.052,2.726,0.0
V89,-161.328,-1.37,0.02
V90,-109.193,2.399,0.0
V91,-64.943,2.038,0.25
V92,-4.417,0.605,0.0
V93,-51.598,1.384,0.125
V94,-105.789,2.059,0.0
V95,-4.493,1.718,0.0
V96,-1.432,3.077,0.0
V97,-121.406,-2.061,0.018
V98,-51.449,2.737,0.0
V99,-17.701,2.79,0.0
V100,-142.56,-1.368,0.051
V101,-5.193,-1.248,0.045
V102,-28.677,2.726,0.0
V103,-93.128,2.049,0.0
V104,-28.22,-0.737,0.011
V105,-4.969,-1.134,0.0
V106,-109.191,2.399,0.0
V107,-105.787,2.059,0.0
V108,-79.447,-2.032,0.045
V109,-58.924,2.068,0.0
V110,-4.633,0.617,0.123
V111,-2.875,-1.04,0.114
V112,-109.19,2.399,0.0
V113,-3.994,2.484,0.0
V114,-117.146,-1.355,0.01
V115,-109.189,2.399,0.0
V116,-197.731,-1.373,0.03
V117,-3.996,2.484,0.0
V118,-170.871,1.349,0.25
V119,-4.448,-0.825,0.203
V120,-185.465,0.671,0.043
V121,-2.888,-2.184,0.011
V122,-28.992,2.727,0.0
V123,-146.665,1.704,0.125
V124,-3.995,2.484,0.0
V125,-6.143,-0.661,0.022
V126,-105.786,2.059,0.0
V127,-2.653,1.355,0.0
V128,-166.847,-0.683,0.054
V129,-61.368,2.031,0.0
V130,-82.03,1.842,0.5
V131,-3.997,0.7,0.043
V132,-3.523,-1.41,0.045
V133,-3.782,-1.132,0.067
V134,-4.315,-1.69,0.061
V135,-3.997,2.484,0.0
V136,-2.247,-1.646,0.046
V137,-121.609,1.704,0.25
V138,-134.839,-1.365,0.04
V139,-3.822,0.67,0.106
V140,-3.322,0.685,0.032
V141,-201.186,-1.374,0.04
V142,-2.202,-1.973,0.25
V143,-114.646,-1.356,0.051
V144,-148.667,-1.344,0.02
V145,-197.454,-0.688,0.043
V146,-93.128,2.049,0.0
V147,-61.629,2.031,0.0
V148,-79.71,1.854,0.25
V149,-3.792,0.567,0.034
V150,-93.127,2.049,0.0
V151,-4.869,-0.998,0.032
V152,-2.484,-2.107,0.01
V153,-3.597,0.486,0.067
V154,-2.22,-1.871,0.012
V155,-116.308,-1.352,0.02
V156,-2.886,-1.433,0.147
V157,-160.069,-1.37,0.02
V158,-51.449,2.737,0.0
V159,-119.798,-2.053,0.027
V160,-92.235,1.856,0.375
V161,-51.45,2.737,0.0
V162,-261.256,0.688,0.108
