,Discriminacao,Dificuldade,Adivinhacao
V1,13.787,0.59,0.393
V2,13.068,0.763,0.418
V3,1.062,-2.443,0.053
V4,-1.198,-1.053,0.001
V5,4.963,-2.108,0.022
V6,3.489,-1.941,0.043
V7,9.535,-0.125,0.299
V8,11.637,-1.737,0.007
V9,-1.475,-1.765,0.0
V10,10.787,1.112,0.427
V11,11.26,-1.589,0.007
V12,2.856,-1.815,0.022
V13,3.042,-0.579,0.322
V14,-1.761,-1.104,0.0
V15,6.474,-1.926,0.011
V16,4.968,-2.108,0.022
V17,0.614,13.274,0.208
V18,5.25,-1.744,0.034
V19,2.335,-1.741,0.012
V20,11.636,-1.737,0.007
V21,6.482,-1.926,0.011
V22,7.131,-1.799,0.029
V23,-1.237,-1.764,0.0
V24,9.857,-1.546,0.007
V25,9.006,-1.913,0.022
V26,10.009,-1.457,0.006
V27,6.486,-1.926,0.011
V28,4.064,-2.337,0.04
V29,11.75,-1.581,0.007
V30,7.457,-0.715,0.333
V31,-1.313,-1.735,0.0
V32,5.268,-1.744,0.033
V33,-1.723,-1.712,0.0
V34,5.127,-1.275,0.472
V35,4.067,-2.336,0.04
V36,-1.316,-1.124,0.0
V37,1.53,-2.059,0.05
V38,3.774,-1.217,0.184
V39,2.863,-1.717,0.025
V40,14.818,1.039,0.297
V41,6.595,-1.819,0.026
V42,-1.645,-1.66,0.0
V43,3.546,-1.934,0.021
V44,4.73,-1.993,0.034
V45,1.007,-1.435,0.128
V46,6.411,-1.471,0.201
V47,3.78,-2.191,0.041
V48,-1.221,-1.382,0.001
V49,7.909,-2.046,0.035
V50,2.399,-1.755,0.085
V51,-1.516,-1.054,0.0
V52,14.68,-0.334,0.5
V53,1.946,-2.021,0.047
V54,7.13,-1.799,0.03
V55,11.388,0.039,0.465
V56,2.301,-1.427,0.055
V57,-2.291,-1.105,0.0
V58,-1.093,-1.632,0.0
V59,9.255,-1.926,0.022
V60,18.584,0.342,0.524
V61,-1.81,-1.794,0.0
V62,2.405,-1.733,0.028
V63,-1.467,-2.514,0.0
V64,-1.648,-1.275,0.0
V65,4.07,-2.336,0.04
V66,3.459,-1.947,0.042
