,Discriminacao,Dificuldade,Adivinhacao
V67,7.911,-2.046,0.035
V68,-1.332,-2.093,0.0
V69,7.914,-2.046,0.035
V70,-1.309,-1.223,0.0
V71,0.125,56.54,0.271
V72,12.194,0.568,0.517
V73,9.006,-1.913,0.022
V74,11.559,1.089,0.298
V75,-1.503,-1.515,0.0
V76,-1.586,-2.102,0.0
V77,9.255,-1.926,0.022
V78,-1.379,-1.761,0.0
V79,5.623,-1.723,0.036
V80,6.96,-1.8,0.028
V81,6.128,-1.804,0.026
V82,7.238,-1.795,0.031
V83,11.636,-1.737,0.007
V84,10.389,-1.492,0.006
V85,4.984,-2.11,0.022
V86,8.287,-1.355,0.239
V87,9.006,-1.913,0.022
V88,2.39,-1.758,0.08
V89,5.035,-1.97,0.036
V90,2.866,-1.819,0.024
V91,2.465,-2.097,0.058
V92,3.82,-0.219,0.295
V93,7.599,-1.225,0.441
V94,9.256,-1.926,0.022
V95,12.244,0.748,0.446
V96,2.631,-1.422,0.076
V97,5.444,-1.625,0.089
V98,2.448,-1.942,0.111
V99,4.326,0.389,0.638
V100,2.91,-1.812,0.024
V101,7.398,-1.674,0.003
V102,-2.083,-1.373,0.0
V103,5.224,-1.948,0.038
V104,7.917,-2.046,0.035
V105,2.293,-1.511,0.204
V106,6.218,-1.468,0.207
V107,3.408,-1.63,0.203
V108,9.927,-1.401,0.006
V109,9.276,-1.353,0.218
V110,11.749,-1.581,0.007
V111,6.508,-1.926,0.01
V112,4.08,-2.334,0.04
V113,6.425,-1.628,0.003
V114,1.926,-2.152,0.068
V115,2.898,-1.597,0.032
V116,-1.941,-2.025,0.0
V117,4.577,-1.098,0.444
V118,3.616,-1.257,0.208
V119,-1.521,-1.201,0.0
V120,-0.571,-0.953,0.016
V121,3.459,-1.947,0.042
V122,3.78,-2.191,0.041
V123,4.086,-2.333,0.04
V124,1.359,-2.341,0.045
V125,3.521,-1.937,0.046
V126,-1.999,-1.372,0.0
V127,1.993,-0.515,0.346
V128,-1.86,-1.363,0.0
V129,-1.814,-1.241,0.0
V130,-2.049,-1.621,0.0
V131,8.339,-0.966,0.558
V132,-2.396,-1.588,0.0
V133,-2.77,-1.707,0.0
V134,-3.831,-1.586,0.0
V135,-2.87,-1.823,0.0
V136,4.981,-0.658,0.646
V137,8.036,-0.236,0.36
V138,13.734,-0.43,0.461
V139,1.81,-1.529,0.404
V140,-1.853,-1.528,0.0
V141,-1.173,-1.385,0.0
V142,0.876,0.439,0.323
V143,-1.107,0.282,0.0
V144,12.428,-0.521,0.304
V145,-1.05,-0.66,0.0
V146,8.443,-1.365,0.43
V147,0.779,-2.063,0.212
V148,10.759,-0.393,0.594
V149,5.471,-0.672,0.705
V150,-2.18,-1.977,0.0
V151,5.678,-0.664,0.701
V152,-1.374,-0.927,0.0
V153,-2.726,-1.258,0.0
V154,1.392,-0.661,0.41
V155,16.438,-0.353,0.432
V156,-2.967,-1.938,0.0
V157,-0.955,-0.886,0.0
V158,-1.915,-1.928,0.0
V159,-1.588,-1.471,0.0
V160,-2.378,-1.632,0.0
V161,4.446,-1.194,0.235
V162,-2.374,-1.666,0.0
V163,-1.863,-1.134,0.0
V164,-1.981,-1.987,0.0
V165,-1.985,-1.725,0.0
V166,-2.8,-1.659,0.0
V167,-2.396,-1.624,0.0
V168,-2.672,-2.161,0.0
V169,10.022,-1.132,0.572
V170,8.033,-1.401,0.478
V171,11.505,-0.058,0.498
V172,-1.201,-2.087,0.0
V173,-1.838,-0.879,0.0
V174,-1.832,-0.949,0.0
V175,15.435,-0.426,0.463
