,acc_score,f1_score
GaussianNB,0.6342857142857142,0.6049382716049382
KNeighborsClassifier(8),0.6971428571428572,0.37647058823529417
DecisionTreeClassifier(),0.7028571428571428,0.5517241379310344
RandomForestClassifier,0.7485714285714286,0.5111111111111112
SVM,0.6914285714285714,0.5970149253731344
MLPClassifier,0.6514285714285715,0.5040650406504065
