,Discriminacao,Dificuldade,Adivinhacao
V1,1.313,-1.102,0.0
V2,1.179,-1.266,0.0
V3,1.965,2.569,0.054
V4,0.744,-1.825,0.0
V5,2.251,-1.242,0.0
V6,1.321,-1.937,0.0
V7,0.78,-2.077,0.0
V8,2.304,3.705,0.009
V9,0.912,-2.229,0.0
V10,0.441,-3.78,0.001
V11,0.983,-3.203,0.001
V12,0.81,-2.392,0.0
V13,1.849,1.295,0.101
V14,0.135,-18.928,0.053
V15,-3.428,0.939,0.161
V16,-6.258,-0.662,0.021
V17,-11.04,2.813,0.0
V18,-3.102,3.203,0.014
V19,-2.907,3.217,0.013
V20,-3.103,3.203,0.014
V21,-23.513,1.748,0.125
V22,-16.825,-1.365,0.039
V23,-5.258,0.361,0.027
V24,-22.395,0.687,0.13
V25,-8.912,2.673,0.0
V26,-20.465,1.746,0.121
V27,-16.909,-1.362,0.019
V28,-4.07,-1.053,0.033
V29,-16.898,2.379,0.0
V30,-17.011,-1.391,0.049
V31,-1.935,2.752,0.0
V32,-11.04,2.813,0.0
V33,-19.352,-1.29,0.029
V34,-32.966,-1.019,0.029
V35,-16.396,1.502,0.249
V36,-2.916,3.211,0.019
V37,-11.04,2.813,0.0
V38,-4.216,-0.983,0.249
V39,-23.733,-0.681,0.031
V40,-2.657,-1.494,0.035
V41,-1.047,-15.42,0.076
V42,-16.658,-1.366,0.049
V43,-5.723,-0.903,0.011
V44,-10.355,2.817,0.0
V45,-28.884,-1.004,0.029
V46,-1.913,0.494,0.118
V47,-4.633,-0.989,0.076
V48,-1.632,2.496,0.0
V49,-23.511,1.748,0.125
V50,-4.901,0.896,0.144
V51,-13.072,-1.299,0.039
V52,-17.354,-1.34,0.039
V53,-4.155,-1.087,0.067
V54,-10.355,2.817,0.0
V55,-12.477,2.695,0.0
V56,-22.699,0.735,0.218
V57,-11.155,3.117,0.0
V58,-22.49,-1.399,0.01
V59,-20.108,-1.439,0.039
V60,-6.249,0.442,0.092
V61,-19.486,-1.383,0.019
V62,-18.017,-1.36,0.0
V63,-12.477,2.695,0.0
V64,-11.04,2.813,0.0
V65,-11.259,1.476,0.376
V66,-5.435,0.618,0.086
V67,-5.539,1.0,0.0
V68,-11.179,3.117,0.0
V69,-3.934,-0.989,0.033
V70,-3.153,-1.333,0.033
V71,-4.695,0.622,0.042
V72,-2.908,3.221,0.011
V73,-4.967,0.721,0.091
V74,-4.518,-0.89,0.043
V75,-18.424,-1.411,0.029
V76,-10.642,2.686,0.0
V77,-10.354,2.817,0.0
V78,-46.193,0.221,0.068
V79,-3.209,-2.069,0.041
V80,-4.008,-1.808,0.03
V81,-10.353,2.817,0.0
V82,-11.203,3.117,0.0
V83,-17.566,-1.362,0.019
V84,-3.245,1.072,0.175
V85,-20.281,1.732,0.375
V86,-11.226,3.117,0.0
V87,-16.798,-1.361,0.01
V88,-11.238,3.117,0.0
V89,-19.926,-1.341,0.019
V90,-10.353,2.817,0.0
V91,-10.642,2.686,0.0
V92,-5.882,0.465,0.028
V93,-12.689,1.457,0.129
V94,-12.476,2.695,0.0
V95,-12.833,1.453,0.128
V96,-7.966,2.477,0.306
V97,-7.362,-1.922,0.023
V98,-2.915,3.211,0.019
V99,-7.287,3.462,0.0
V100,-2.973,-1.947,0.041
V101,-5.669,-0.761,0.053
V102,-11.282,3.117,0.0
V103,-16.897,2.379,0.0
V104,-14.07,-0.68,0.01
V105,-18.274,-0.716,0.0
V106,-1.571,3.139,0.0
V107,-12.476,2.695,0.0
V108,-17.648,-1.389,0.039
V109,-8.914,2.673,0.0
V110,-5.721,0.568,0.125
V111,-2.166,0.889,0.04
V112,-10.352,2.817,0.0
V113,-7.993,2.477,0.306
V114,-4.942,-1.166,0.011
V115,-10.352,2.817,0.0
V116,-17.938,-1.387,0.029
V117,-11.04,2.813,0.0
V118,-24.598,1.276,0.25
V119,-4.361,-1.023,0.215
V120,-41.906,-0.347,0.072
V121,-3.79,-1.491,0.01
V122,-11.303,3.117,0.0
V123,-23.51,1.748,0.125
V124,-8.021,2.477,0.306
V125,-3.159,0.659,0.0
V126,-12.476,2.695,0.0
V127,-3.451,1.235,0.0
V128,-46.784,-0.349,0.041
V129,-20.354,1.739,0.128
V130,-6.587,2.479,0.293
V131,-3.895,0.626,0.042
V132,-4.444,-1.129,0.044
V133,-4.619,-0.987,0.076
V134,-19.837,-1.344,0.049
V135,-11.04,2.813,0.0
V136,-2.349,-1.307,0.051
V137,-1.7,2.688,0.032
V138,-20.14,-1.321,0.039
V139,-5.887,0.462,0.131
V140,-4.983,0.735,0.045
V141,-19.562,-1.291,0.039
V142,-8.915,-2.284,0.265
V143,-6.165,-1.133,0.053
V144,-3.945,-0.842,0.021
V145,-44.984,-0.344,0.041
V146,-16.897,2.379,0.0
V147,-20.323,1.739,0.128
V148,-20.652,1.737,0.251
V149,-5.757,0.393,0.027
V150,-16.896,2.379,0.0
V151,-5.614,-0.835,0.032
V152,-2.766,-2.126,0.014
V153,-5.44,0.374,0.054
V154,-3.438,-1.357,0.011
V155,-6.424,-1.003,0.021
V156,-3.485,-1.194,0.152
V157,-16.911,-1.362,0.019
V158,-2.915,3.211,0.019
V159,-23.449,-1.463,0.019
V160,-20.406,1.731,0.375
V161,-2.915,3.211,0.019
V162,-38.778,1.022,0.089
