,Discriminacao,Dificuldade,Adivinhacao
V1,0.905,0.33,0.0
V2,2.302,0.94,0.011
V3,2.553,2.904,0.009
V4,1.835,0.345,0.015
V5,2.219,1.038,0.011
V6,2.427,2.568,0.009
V7,0.889,-2.868,0.0
V8,1.477,-0.873,0.0
V9,1.116,-2.034,0.0
V10,1.768,2.341,0.02
V11,1.018,-0.888,0.0
V12,1.933,2.077,0.029
V13,0.538,-4.479,0.0
V14,2.54,2.322,0.037
V15,-1.016,3.306,0.0
V16,-1.834,-0.455,0.0
V17,-76.148,2.031,0.0
V18,-48.888,2.057,0.0
V19,-4.171,1.623,0.0
V20,-184.75,-0.674,0.07
V21,-41.463,2.083,0.0
V22,-2.698,-0.872,0.094
V23,-41.498,2.083,0.0
V24,-404.943,-1.694,0.061
V25,-31.161,2.036,0.0
V26,-79.621,0.706,0.084
V27,-4.193,-1.307,0.035
V28,-49.025,2.057,0.0
V29,-1.105,2.725,0.0
V30,-49.06,2.057,0.0
V31,-109.754,-2.054,0.041
V32,-6.453,-1.636,0.043
V33,-1.105,2.726,0.0
V34,-199.082,-1.355,0.032
V35,-49.095,2.057,0.0
V36,-1.467,2.499,0.0
V37,-17.399,2.129,0.0
V38,-200.271,0.675,0.167
V39,-82.643,2.373,0.0
V40,-2.675,1.19,0.0
V41,-49.265,2.057,0.0
V42,-1.105,2.726,0.0
V43,-82.872,2.373,0.0
V44,-1.105,2.725,0.0
V45,-2.214,1.518,0.0
V46,-3.376,1.821,0.0
V47,-1.468,2.498,0.0
V48,-1.331,2.117,0.0
V49,-0.969,3.405,0.0
V50,-31.161,2.036,0.0
V51,-3.12,1.662,0.0
V52,-17.399,2.129,0.0
V53,-194.582,-1.346,0.07
V54,-1.62,2.199,0.0
V55,-86.631,-2.019,0.041
V56,-44.164,1.355,0.1
V57,-160.242,1.682,0.0
V58,-211.902,0.013,0.131
V59,-41.784,2.082,0.0
V60,-31.17,2.036,0.0
V61,-31.17,2.036,0.0
V62,-1.199,0.767,0.0
V63,-41.822,2.082,0.0
V64,-50.46,2.041,0.0
V65,-170.49,0.681,0.084
V66,-49.449,2.057,0.0
V67,-164.525,-2.054,0.051
V68,-1.028,3.058,0.0
V69,-23.632,-1.974,0.071
V70,-167.964,0.005,0.0
V71,-2.234,1.95,0.0
V72,-1.204,2.412,0.0
V73,-76.732,2.031,0.0
V74,-3.138,1.119,0.0
V75,-0.984,3.144,0.0
V76,-1.105,2.725,0.0
V77,-1.776,2.112,0.0
V78,-3.687,0.088,0.0
V79,-31.171,2.036,0.0
V80,-163.237,0.681,0.0
V81,-0.968,3.405,0.0
V82,-1.053,1.391,0.0
V83,-1.204,2.412,0.0
V84,-41.934,2.082,0.0
V85,-1.105,2.726,0.0
V86,-162.695,0.002,0.131
V87,-175.158,-2.046,0.092
V88,-83.762,2.369,0.0
V89,-1.415,2.04,0.0
V90,-309.076,-1.366,0.042
V91,-272.494,0.626,0.087
V92,-303.702,-0.549,0.094
V93,-186.575,-2.054,0.041
V94,-155.691,-0.007,0.13
V95,-31.171,2.036,0.0
V96,-1.105,2.726,0.0
V97,-42.009,2.082,0.0
V98,-2.641,1.876,0.0
V99,-1.617,1.893,0.0
V100,-42.048,2.082,0.0
V101,-49.677,2.057,0.0
V102,-1.468,2.499,0.0
V103,-1.471,2.718,0.0
V104,-49.715,2.057,0.0
V105,-362.245,-1.68,0.061
V106,-0.876,3.005,0.0
V107,-1.33,2.118,0.0
V108,-5.41,-0.037,0.135
V109,-1.393,3.052,0.0
V110,-0.968,3.405,0.0
V111,-240.563,-1.355,0.018
V112,-274.858,-1.366,0.042
V113,-208.993,-2.051,0.031
V114,-2.055,-0.505,0.039
V115,-158.841,0.681,0.083
V116,-36.583,2.06,0.0
V117,-1.331,2.117,0.0
V118,-42.163,2.082,0.0
V119,-1.737,1.113,0.0
V120,-169.405,0.002,0.043
V121,-3.374,1.821,0.0
V122,-1.776,2.112,0.0
V123,-49.722,2.057,0.0
V124,-49.76,2.057,0.0
V125,-49.911,2.057,0.0
V126,-42.362,2.082,0.0
V127,-207.722,0.672,0.083
V128,-42.402,2.082,0.0
V129,-42.442,2.082,0.0
V130,-1.204,2.412,0.0
V131,-0.96,1.059,0.0
V132,-1.276,2.911,0.0
V133,-308.818,-1.35,0.061
V134,-42.483,2.082,0.0
V135,-1.359,2.821,0.0
V136,-211.985,-2.054,0.02
V137,-126.852,-2.051,0.031
V138,-1.611,1.438,0.0
V139,-31.162,2.036,0.0
V140,-31.171,2.036,0.0
V141,-42.524,2.082,0.0
V142,-1.092,2.57,0.0
V143,-2.016,1.579,0.0
V144,-1.303,0.696,0.0
V145,-2.007,1.855,0.0
V146,-17.399,2.129,0.0
V147,-1.248,0.732,0.0
V148,-232.747,-1.356,0.014
V149,-1.105,2.725,0.0
V150,-1.33,2.118,0.0
V151,-50.15,2.057,0.0
V152,-2.006,0.056,0.129
V153,-3.376,1.821,0.0
V154,-162.045,1.682,0.0
V155,-1.105,2.725,0.0
V156,-1.41,0.748,0.0
V157,-4.436,-0.053,0.071
V158,-5.137,-0.189,0.116
V159,-2.756,-2.402,0.015
V160,-1.033,3.048,0.0
V161,-50.46,2.041,0.0
V162,-250.142,0.008,0.087
