,Discriminacao,Dificuldade,Adivinhacao
V1,1.663,0.184,0.022
V2,1.1,-0.278,0.023
V3,2.408,2.273,0.049
V4,0.093,-15.318,0.001
V5,2.168,-1.532,0.068
V6,1.118,-1.687,0.178
V7,0.322,-5.923,0.0
V8,3.029,3.136,0.009
V9,0.368,-6.095,0.0
V10,0.575,-0.458,0.213
V11,0.84,-4.484,0.0
V12,0.337,-6.796,0.0
V13,1.27,1.235,0.125
V14,-0.297,8.3,0.0
V15,-4.631,0.727,0.135
V16,-5.26,-0.149,0.046
V17,-3.676,2.544,0.0
V18,-3.075,2.84,0.0
V19,-2.681,2.65,0.0
V20,-3.075,2.84,0.0
V21,-51.663,1.711,0.111
V22,-21.734,-2.829,0.056
V23,-18.878,0.012,0.026
V24,-27.108,0.635,0.048
V25,-27.72,2.049,0.0
V26,-29.974,2.012,0.0
V27,-5.634,-2.803,0.025
V28,-1.1,-1.386,0.0
V29,-26.605,2.049,0.0
V30,-35.473,-3.111,0.054
V31,-26.884,2.09,0.0
V32,-3.673,2.546,0.0
V33,-4.23,-2.799,0.048
V34,-4.514,-2.381,0.023
V35,-21.716,1.418,0.222
V36,-3.682,2.545,0.0
V37,-3.676,2.544,0.0
V38,-0.825,1.289,0.0
V39,-44.76,-1.049,0.068
V40,-3.082,-3.004,0.03
V41,-22.067,-2.816,0.009
V42,-4.054,-3.081,0.057
V43,-18.718,-0.767,0.034
V44,-44.54,2.407,0.0
V45,-47.831,-2.39,0.075
V46,-1.256,0.31,0.088
V47,-28.328,-2.707,0.103
V48,-29.632,2.012,0.0
V49,-51.663,1.711,0.111
V50,-4.471,0.696,0.194
V51,-1.973,-3.496,0.066
V52,-22.174,-2.825,0.047
V53,-1.631,-2.03,0.109
V54,-44.54,2.407,0.0
V55,-25.231,2.093,0.0
V56,-28.042,0.713,0.147
V57,-24.211,2.751,0.0
V58,-2.758,-3.441,0.01
V59,0.789,7.184,0.062
V60,-8.081,0.349,0.049
V61,-4.603,-3.188,0.029
V62,-4.31,-2.775,0.01
V63,-25.232,2.093,0.0
V64,-3.673,2.546,0.0
V65,-25.855,1.378,0.333
V66,-2.981,0.185,0.123
V67,-2.834,0.993,0.0
V68,-24.212,2.751,0.0
V69,-1.439,-0.707,0.0
V70,-4.024,-3.452,0.094
V71,-8.23,0.35,0.049
V72,-2.681,2.65,0.0
V73,-2.989,0.551,0.148
V74,-2.52,-2.587,0.123
V75,-4.565,-3.188,0.029
V76,-44.269,2.038,0.2
V77,-44.539,2.407,0.0
V78,-31.587,0.595,0.048
V79,-22.176,-3.473,0.045
V80,-39.979,-3.109,0.045
V81,-44.539,2.407,0.0
V82,-24.212,2.751,0.0
V83,-39.967,-3.109,0.045
V84,-18.67,0.715,0.18
V85,-45.471,1.726,0.333
V86,-24.213,2.751,0.0
V87,-21.326,-3.523,0.018
V88,-24.213,2.751,0.0
V89,-4.211,-3.428,0.058
V90,-44.539,2.407,0.0
V91,-43.087,2.037,0.2
V92,-8.534,0.343,0.0
V93,-27.16,1.349,0.111
V94,-25.234,2.093,0.0
V95,-4.272,1.675,0.0
V96,-3.673,2.545,0.0
V97,-21.655,-3.42,0.018
V98,-23.614,2.751,0.0
V99,-41.412,3.112,0.0
V100,0.905,19.647,0.109
V101,-1.444,-0.504,0.04
V102,-24.214,2.751,0.0
V103,-26.605,2.049,0.0
V104,-17.813,-0.738,0.069
V105,-26.492,-1.943,0.023
V106,-44.538,2.407,0.0
V107,-25.235,2.093,0.0
V108,-4.562,-3.188,0.028
V109,-26.878,2.09,0.0
V110,-17.69,0.642,0.145
V111,-1.432,0.641,0.031
V112,-44.538,2.407,0.0
V113,-3.673,2.545,0.0
V114,-21.135,-1.975,0.023
V115,-44.538,2.407,0.0
V116,-21.645,-2.773,0.028
V117,-3.674,2.546,0.0
V118,-38.742,1.045,0.18
V119,-1.647,0.785,0.167
V120,-4.526,0.384,0.052
V121,-2.589,-3.683,0.021
V122,-24.215,2.751,0.0
V123,-51.663,1.711,0.111
V124,-3.673,2.545,0.0
V125,-2.146,0.296,0.0
V126,-25.236,2.093,0.0
V127,-4.538,1.07,0.0
V128,-15.836,-0.663,0.104
V129,-30.01,2.013,0.0
V130,-2.681,2.65,0.0
V131,-8.231,0.35,0.049
V132,-18.367,-1.409,0.068
V133,-4.759,-1.75,0.137
V134,-28.088,-2.74,0.065
V135,-3.675,2.544,0.0
V136,-1.357,-3.082,0.162
V137,-51.014,1.71,0.222
V138,-24.679,-2.738,0.056
V139,-28.035,0.613,0.097
V140,-4.877,0.665,0.05
V141,-23.386,-2.694,0.056
V142,-0.145,1.771,0.0
V143,-47.156,-2.398,0.084
V144,-4.68,-1.794,0.081
V145,-14.407,-0.627,0.108
V146,-26.606,2.049,0.0
V147,-30.009,2.012,0.0
V148,-35.437,1.973,0.2
V149,-28.253,0.102,0.026
V150,-26.607,2.049,0.0
V151,-27.238,-0.076,0.078
V152,-24.562,-3.426,0.018
V153,-28.838,0.099,0.051
V154,-1.498,-1.871,0.018
V155,-2.412,-1.378,0.043
V156,-2.768,-3.443,0.293
V157,-17.695,-2.776,0.019
V158,-23.614,2.751,0.0
V159,-20.616,-3.417,0.018
V160,-47.09,1.724,0.333
V161,-23.613,2.751,0.0
V162,-20.997,0.728,0.097
