Metodo,Acuracia
GaussianNB,0.9537888198757765
BernoulliNB,0.4351552795031056
KNeighborsClassifier(2),0.8959213250517598
KNeighborsClassifier(3),0.9219461697722566
KNeighborsClassifier(5),0.9161697722567288
KNeighborsClassifier(8),0.8945134575569357
DecisionTreeClassifier(),0.9364182194616978
RandomForestClassifier(3_estimators),0.939296066252588
RandomForestClassifier(5_estimators),0.9465424430641821
RandomForestClassifier,0.9508902691511387
SVM,0.7688819875776397
MLPClassifier,0.949399585921325
rand1,0.42592592592592593
rand2,0.48148148148148145
rand3,0.4506172839506173
majoritario,0.9135802469135802
minoritario,0.08641975308641975
pessimo,0.0
otimo,1.0
