,Discriminacao,Dificuldade,Adivinhacao
V1,1.374,-1.521,0.0
V2,-2.346,-1.631,0.04
V3,1.522,-1.328,0.0
V4,-1.681,-2.069,0.076
V5,-2.013,-1.677,0.108
V6,2.264,-1.26,0.107
V7,-1.58,-2.089,0.019
V8,50.875,-2.022,0.0
V9,-2.511,-1.808,0.009
V10,1.765,-1.493,0.0
V11,1.377,-1.3,0.0
V12,4.229,-1.685,0.0
V13,0.671,-3.321,0.0
V14,1.048,-2.342,0.0
V15,3.209,-1.254,0.137
V16,1.628,-2.561,0.0
V17,4.21,1.042,0.034
V18,74.328,-2.03,0.0
V19,50.907,-2.022,0.0
V20,127.181,-1.026,0.0
V21,1.599,-2.048,0.0
V22,2.259,-1.862,0.0
V23,50.939,-2.022,0.0
V24,0.938,-2.575,0.0
V25,2.667,-1.373,0.0
V26,1.465,-1.233,0.0
V27,40.249,-2.039,0.0
V28,-41.442,-2.087,0.035
V29,-81.39,-2.032,0.027
V30,1.173,-2.392,0.0
V31,33.283,-2.061,0.0
V32,-2.304,0.488,0.0
V33,1.628,-2.561,0.0
V34,33.319,-2.061,0.0
V35,48.007,-2.058,0.0
V36,84.291,-1.334,0.166
V37,-2.378,-1.937,0.076
V38,40.489,-2.039,0.0
V39,1.801,2.289,0.024
V40,220.041,0.68,0.032
V41,5.268,0.471,0.087
V42,-1.391,1.672,0.0
V43,1.243,-1.739,0.0
V44,-1.869,0.353,0.0
V45,33.588,-2.037,0.0
V46,-2.93,-1.595,0.018
V47,-1.595,0.706,0.0
V48,190.473,0.661,0.048
V49,3.612,1.195,0.038
V50,33.35,-2.061,0.0
V51,2.375,-2.409,0.0
V52,1.628,-2.561,0.0
V53,0.781,-2.39,0.0
V54,1.75,-1.942,0.0
V55,1.485,-2.304,0.0
V56,129.592,-1.029,0.101
V57,0.36,-5.603,0.0
V58,-3.139,-1.431,0.009
V59,-58.403,-2.056,0.009
V60,48.007,-2.058,0.0
V61,-1.091,0.767,0.0
V62,1.719,-1.834,0.0
V63,-2.524,1.079,0.0
V64,33.591,-2.037,0.0
V65,-1.311,0.452,0.0
V66,161.829,0.667,0.079
V67,-1.213,1.958,0.0
V68,4.243,-1.685,0.0
V69,0.61,-4.239,0.0
V70,-2.298,-1.6,0.028
V71,-1.32,1.072,0.0
V72,1.445,-1.719,0.0
V73,3.395,0.897,0.019
V74,0.691,-2.809,0.0
V75,2.259,-1.862,0.0
V76,40.56,-2.039,0.0
V77,40.584,-2.039,0.0
V78,-1.972,0.53,0.0
V79,-2.997,-1.768,0.037
V80,-2.366,0.37,0.0
V81,40.44,-2.039,0.0
V82,-2.84,-1.636,0.056
V83,3.468,1.149,0.0
V84,1.75,-1.943,0.0
V85,33.431,-2.061,0.0
V86,74.336,-2.03,0.0
V87,129.575,-1.029,0.101
V88,33.427,-2.061,0.0
V89,33.444,-2.061,0.0
V90,-2.566,-1.835,0.02
V91,1.332,-1.828,0.0
V92,3.727,1.085,0.017
V93,53.915,-2.042,0.0
V94,8.427,0.463,0.049
V95,1.93,-2.153,0.0
V96,2.7,-1.279,0.184
V97,1.723,-1.831,0.0
V98,27.402,-2.1,0.0
V99,1.871,-1.53,0.0
V100,213.908,0.676,0.095
V101,3.379,-1.035,0.0
V102,-1.924,-1.972,0.026
V103,23.745,-2.066,0.0
V104,-57.481,-2.057,0.018
V105,1.351,-2.452,0.0
V106,169.72,0.669,0.095
V107,2.174,1.811,0.046
V108,51.395,-2.022,0.0
V109,3.851,1.138,0.036
V110,2.259,-1.862,0.0
V111,187.5,0.671,0.095
V112,1.124,-1.99,0.0
V113,-4.065,-1.232,0.046
V114,-1.094,1.627,0.0
V115,-3.15,0.54,0.0
V116,163.53,0.674,0.095
V117,23.745,-2.066,0.0
V118,-2.978,-1.791,0.056
V119,-1.593,1.24,0.0
V120,-60.18,-2.044,0.053
V121,2.628,-1.319,0.162
V122,-1.922,-1.973,0.026
V123,27.414,-2.1,0.0
V124,-1.771,-1.932,0.036
V125,3.365,-1.867,0.0
V126,2.041,-1.669,0.0
V127,1.195,-2.357,0.0
V128,1.409,-1.658,0.0
V129,154.135,-0.676,0.301
V130,1.628,-2.561,0.0
V131,2.837,-0.971,0.066
V132,3.121,1.506,0.02
V133,63.361,-2.027,0.0
V134,-3.866,-1.382,0.009
V135,137.417,0.675,0.063
V136,5.289,1.001,0.067
V137,33.532,-2.061,0.0
V138,2.479,-1.533,0.0
V139,-1.571,1.491,0.0
V140,23.745,-2.066,0.0
V141,-0.777,3.432,0.0
V142,-2.537,0.455,0.0
V143,170.19,0.676,0.063
V144,40.802,-2.039,0.0
V145,93.419,0.651,0.079
V146,-2.333,-1.8,0.095
V147,6.694,0.597,0.016
V148,-1.267,1.333,0.0
V149,-1.961,1.361,0.0
V150,-2.474,-1.988,0.018
V151,40.826,-2.039,0.0
V152,1.345,-2.299,0.0
V153,-3.527,-1.934,0.065
V154,48.007,-2.058,0.0
V155,0.833,-1.961,0.0
V156,3.236,-0.762,0.186
V157,1.41,-1.657,0.0
V158,63.369,-2.027,0.0
V159,5.766,0.785,0.066
V160,1.627,-2.562,0.0
V161,3.077,1.106,0.153
V162,1.011,-2.178,0.0
