,acc_score,f1_score
GaussianNB,0.6,0.5833333333333334
KNeighborsClassifier(8),0.72,0.2222222222222222
DecisionTreeClassifier(),0.6857142857142857,0.36781609195402293
RandomForestClassifier,0.72,0.3098591549295775
SVM,0.7142857142857143,0.0
MLPClassifier,0.7028571428571428,0.3157894736842105
