Metodo,Acuracia
GaussianNB,0.8114954577218729
BernoulliNB,0.800314465408805
KNeighborsClassifier(2),0.6175401816911251
KNeighborsClassifier(3),0.653109713487072
KNeighborsClassifier(5),0.6810621942697414
KNeighborsClassifier(8),0.6643605870020963
DecisionTreeClassifier(),0.8360237596086652
RandomForestClassifier(3_estimators),0.8545073375262054
RandomForestClassifier(5_estimators),0.863696715583508
RandomForestClassifier,0.8749475890985325
SVM,0.5802236198462614
MLPClassifier,0.7743535988819008
rand1,0.4444444444444444
rand2,0.5507246376811594
rand3,0.45410628019323673
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
