,acc_score,f1_score
GaussianNB,0.7681159420289855,0.8110236220472441
KNeighborsClassifier(8),0.6280193236714976,0.6607929515418502
DecisionTreeClassifier(),0.8405797101449275,0.8558951965065502
RandomForestClassifier,0.8599033816425121,0.8733624454148472
SVM,0.6570048309178744,0.7526132404181185
MLPClassifier,0.7004830917874396,0.7280701754385965
