Metodo,Acuracia
GaussianNB,0.7681159420289855
BernoulliNB,0.7439613526570048
KNeighborsClassifier(2),0.6376811594202898
KNeighborsClassifier(3),0.6183574879227053
KNeighborsClassifier(5),0.6280193236714976
KNeighborsClassifier(8),0.6280193236714976
DecisionTreeClassifier(),0.8405797101449275
RandomForestClassifier(3_estimators),0.8115942028985508
RandomForestClassifier(5_estimators),0.8357487922705314
RandomForestClassifier,0.8599033816425121
SVM,0.6570048309178744
MLPClassifier,0.7004830917874396
rand1,0.5555555555555556
rand2,0.46859903381642515
rand3,0.5169082125603864
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
