,Discriminacao,Dificuldade,Adivinhacao
V1,0.538,-4.928,0.0
V2,-0.033,66.484,0.08
V3,2.889,2.365,0.01
V4,0.973,-1.976,0.0
V5,-0.162,14.629,0.027
V6,22.62,3.05,0.754
V7,-0.118,23.147,0.034
V8,0.451,-4.336,0.0
V9,-0.665,5.024,0.003
V10,0.196,-9.605,0.0
V11,-0.559,6.281,0.001
V12,-0.13,15.338,0.022
V13,-0.444,6.435,0.0
V14,0.504,-2.329,0.0
V15,-17.278,1.4,0.0
V16,-256.632,-2.393,0.051
V17,-24.131,-1.318,0.067
V18,-16.426,1.335,0.167
V19,-4.95,1.343,0.0
V20,-18.098,-0.766,0.068
V21,-21.22,1.436,0.0
V22,-6.349,-1.049,0.041
V23,-21.249,1.436,0.0
V24,-21.859,-1.465,0.038
V25,-25.947,-1.29,0.105
V26,-32.235,0.356,0.195
V27,-21.26,-1.431,0.086
V28,-21.8,1.392,0.0
V29,-18.302,1.36,0.0
V30,-21.79,1.392,0.0
V31,0.794,5.286,0.039
V32,-25.296,-1.76,0.035
V33,-20.694,1.326,0.0
V34,-3.985,-1.245,0.096
V35,-19.693,1.38,0.167
V36,-20.695,1.326,0.0
V37,-3.912,1.988,0.0
V38,-20.555,0.062,0.165
V39,-33.921,1.734,0.0
V40,-27.497,-1.033,0.067
V41,-20.109,1.38,0.167
V42,-18.303,1.36,0.0
V43,-30.896,2.391,0.0
V44,-2.271,1.73,0.0
V45,-5.542,0.394,0.246
V46,-21.796,1.392,0.0
V47,-20.697,1.326,0.0
V48,-34.708,1.034,0.0
V49,-17.276,1.4,0.0
V50,-2.909,1.21,0.0
V51,-26.713,-0.005,0.111
V52,-21.309,1.435,0.0
V53,-20.421,-1.424,0.048
V54,-13.679,-1.981,0.115
V55,-3.304,-2.156,0.042
V56,-4.167,1.313,0.0
V57,-8.325,0.322,0.169
V58,-26.61,-1.322,0.076
V59,-21.268,1.435,0.0
V60,-21.094,1.341,0.167
V61,-21.093,1.341,0.167
V62,-6.491,0.338,0.254
V63,-21.472,1.392,0.0
V64,-20.58,0.7,0.25
V65,-31.553,0.366,0.223
V66,-2.43,0.893,0.0
V67,-13.894,-1.975,0.053
V68,-18.79,1.36,0.0
V69,-25.049,-1.756,0.044
V70,-5.011,-0.391,0.029
V71,-2.627,1.383,0.0
V72,-20.782,1.326,0.0
V73,-18.181,1.322,0.0
V74,-4.227,1.116,0.0
V75,-16.271,1.335,0.167
V76,-18.305,1.36,0.0
V77,-20.6,-1.428,0.067
V78,-25.429,-0.023,0.055
V79,-2.342,1.46,0.0
V80,-35.952,-0.101,0.028
V81,-17.273,1.4,0.0
V82,-23.556,0.113,0.221
V83,-20.611,1.326,0.0
V84,-21.295,1.435,0.0
V85,-20.781,1.326,0.0
V86,-35.587,-1.03,0.057
V87,-13.738,-2.053,0.027
V88,-31.446,2.388,0.0
V89,-14.001,-1.977,0.062
V90,-14.988,-1.98,0.044
V91,-6.419,-0.388,0.057
V92,-17.002,-1.44,0.057
V93,-15.878,-1.442,0.048
V94,-4.873,-0.648,0.115
V95,-22.031,1.36,0.0
V96,-18.949,1.36,0.0
V97,-21.408,1.392,0.0
V98,-32.706,0.37,0.251
V99,-36.47,-0.033,0.111
V100,-1.442,1.073,0.0
V101,-1.885,2.119,0.0
V102,-20.781,1.326,0.0
V103,-1.839,1.821,0.0
V104,-21.122,1.379,0.167
V105,-13.832,-2.053,0.027
V106,-20.873,1.327,0.0
V107,-34.709,1.034,0.0
V108,-27.213,-0.557,0.095
V109,-31.686,2.386,0.0
V110,-17.271,1.4,0.0
V111,-2.6,-1.426,0.135
V112,-23.32,-2.412,0.043
V113,-5.55,-1.84,0.039
V114,-36.158,-0.044,0.083
V115,-4.533,-1.271,0.077
V116,-21.712,1.392,0.0
V117,-34.71,1.034,0.0
V118,-3.916,1.988,0.0
V119,-35.634,-1.592,0.027
V120,-3.575,-0.533,0.047
V121,-22.849,0.615,0.332
V122,-21.954,1.36,0.0
V123,-21.403,1.379,0.167
V124,-3.629,1.447,0.0
V125,-2.61,1.391,0.0
V126,-16.313,-0.535,0.27
V127,-4.532,-0.605,0.033
V128,-3.88,1.63,0.0
V129,-0.624,-0.55,0.0
V130,-23.817,1.292,0.0
V131,-13.846,-2.139,0.035
V132,-3.688,1.803,0.0
V133,-18.385,-0.76,0.095
V134,-3.914,1.989,0.0
V135,-2.27,1.731,0.0
V136,-22.561,-2.001,0.018
V137,-21.295,-1.339,0.038
V138,-31.966,-1.429,0.029
V139,-34.554,-1.036,0.067
V140,-21.092,1.341,0.167
V141,-21.014,1.436,0.0
V142,-0.602,0.72,0.0
V143,-4.53,0.421,0.236
V144,-26.911,0.027,0.111
V145,-2.963,1.549,0.0
V146,-3.914,1.989,0.0
V147,-5.322,-0.425,0.076
V148,-5.19,-1.356,0.029
V149,-20.698,1.326,0.0
V150,-23.894,1.292,0.0
V151,-7.111,0.46,0.247
V152,-22.07,-2.004,0.071
V153,-4.315,1.474,0.0
V154,-21.412,0.707,0.167
V155,-20.624,1.326,0.0
V156,-26.513,0.031,0.056
V157,-20.099,-0.698,0.027
V158,-21.366,-1.39,0.048
V159,-13.646,-2.135,0.018
V160,-2.038,0.899,0.0
V161,-3.312,-0.05,0.174
V162,-24.802,-0.027,0.083
