,Discriminacao,Dificuldade,Adivinhacao
V1,10.829,0.093,0.166
V2,-2.142,-2.978,0.206
V3,15.507,0.955,0.51
V4,-1.358,-1.068,0.0
V5,10.941,-1.276,0.074
V6,4.586,-1.093,0.107
V7,-1.114,-1.055,0.001
V8,16.288,-1.051,0.004
V9,-2.51,-1.469,0.0
V10,14.704,0.93,0.401
V11,12.03,-0.876,0.004
V12,-1.235,-1.216,0.0
V13,-1.745,-0.702,0.0
V14,-1.942,-0.531,0.0
V15,12.305,-1.214,0.032
V16,10.943,-1.276,0.074
V17,-1.098,-1.342,0.0
V18,7.884,-0.82,0.156
V19,10.456,-0.762,0.004
V20,13.223,-0.913,0.004
V21,12.306,-1.214,0.032
V22,5.87,-1.206,0.061
V23,-1.566,-1.434,0.0
V24,12.051,-0.876,0.004
V25,12.15,-1.214,0.03
V26,9.642,-0.699,0.165
V27,6.416,-1.046,0.051
V28,3.935,-1.298,0.074
V29,16.289,-1.051,0.004
V30,-1.227,-0.905,0.001
V31,-1.438,-1.028,0.0
V32,11.322,-0.604,0.166
V33,-2.421,-0.928,0.0
V34,13.279,-0.46,0.479
V35,9.835,-1.333,0.122
V36,-1.125,-0.914,0.0
V37,1.609,-1.091,0.1
V38,3.258,-0.666,0.085
V39,10.739,0.145,0.465
V40,-1.182,-1.568,0.0
V41,10.396,-0.659,0.166
V42,-1.294,-1.636,0.0
V43,7.219,-0.876,0.143
V44,8.235,-0.745,0.321
V45,-1.615,-0.692,0.0
V46,8.591,-0.778,0.161
V47,3.863,-1.503,0.061
V48,15.052,-0.388,0.53
V49,10.911,-1.276,0.072
V50,-1.666,-1.045,0.0
V51,-1.544,-1.096,0.0
V52,12.58,-0.528,0.33
V53,11.328,-0.583,0.498
V54,12.307,-1.214,0.032
V55,-1.428,-0.859,0.0
V56,8.247,-0.043,0.196
V57,-1.482,-0.576,0.0
V58,-1.127,-1.474,0.0
V59,12.135,-1.216,0.026
V60,-1.418,-0.558,0.001
V61,-2.51,-1.469,0.0
V62,3.677,-0.781,0.069
V63,-1.051,-2.825,0.0
V64,-2.142,-0.972,0.0
V65,9.838,-1.333,0.124
V66,10.298,-0.679,0.332
V67,5.824,-1.213,0.047
V68,-1.591,-1.015,0.0
V69,2.89,-1.158,0.036
V70,-1.457,-0.897,0.0
V71,-1.3,-0.59,0.0
V72,9.688,0.079,0.432
V73,12.152,-1.214,0.03
V74,-0.968,-0.973,0.001
V75,-2.356,-1.033,0.0
V76,-1.957,-1.667,0.0
V77,7.407,-1.094,0.05
V78,-1.33,-1.362,0.0
V79,8.499,-0.779,0.161
V80,6.393,-0.967,0.093
V81,6.404,-0.966,0.095
V82,7.428,-1.093,0.052
V83,16.289,-1.051,0.004
V84,11.449,-0.847,0.004
V85,10.948,-1.275,0.075
V86,2.852,-0.862,0.026
V87,7.333,-0.872,0.145
V88,3.001,-0.537,0.485
V89,5.83,-1.212,0.049
V90,4.254,-0.649,0.13
V91,3.402,-1.161,0.146
V92,11.764,0.159,0.233
V93,3.192,-0.86,0.18
V94,12.137,-1.216,0.026
V95,-1.435,-1.152,0.0
