,Discriminacao,Dificuldade,Adivinhacao
V1,5.827,-2.0,0.011
V2,2.948,-1.989,0.014
V3,6.578,-0.281,0.675
V4,9.148,1.03,0.404
V5,7.347,-2.118,0.01
V6,2.102,-1.454,0.269
V7,7.269,-2.052,0.009
V8,6.092,-1.932,0.01
V9,-0.819,-2.338,0.0
V10,3.058,-1.825,0.011
V11,3.534,-0.602,0.704
V12,6.742,-2.206,0.01
V13,10.53,0.28,0.596
V14,7.347,-2.118,0.01
V15,-2.108,-1.789,0.0
V16,6.432,-1.925,0.01
V17,-1.125,-1.829,0.0
V18,11.005,-0.372,0.624
V19,15.192,-0.121,0.51
V20,-2.359,-1.828,0.0
V21,7.703,0.662,0.536
V22,-3.129,-2.262,0.0
V23,9.545,0.582,0.612
V24,-3.054,-2.043,0.0
V25,11.731,-0.147,0.569
V26,5.519,-2.005,0.01
V27,1.489,-2.355,0.014
V28,18.162,-0.326,0.558
V29,1.319,-2.065,0.02
V30,0.952,-1.742,0.047
V31,2.596,-1.323,0.251
V32,6.873,-2.124,0.01
V33,3.074,-2.109,0.013
V34,-1.166,-1.289,0.0
V35,7.945,0.839,0.44
V36,3.716,-2.011,0.012
V37,-1.447,-1.122,0.0
V38,-2.805,-1.891,0.0
V39,5.769,0.178,0.637
V40,1.315,-1.848,0.186
V41,-1.591,-1.401,0.0
V42,5.66,-0.444,0.709
V43,-1.873,-2.043,0.0
V44,7.269,-2.052,0.009
V45,1.293,-1.982,0.014
V46,-2.956,-1.894,0.0
V47,2.939,-1.841,0.013
V48,2.08,-2.126,0.042
V49,0.961,-1.938,0.019
V50,4.698,-2.305,0.012
V51,4.071,-1.97,0.011
V52,4.103,-1.964,0.012
V53,2.491,-1.611,0.029
V54,4.349,0.148,0.656
V55,6.754,-0.674,0.63
V56,1.271,-1.981,0.016
V57,1.14,-2.272,0.016
V58,-2.796,-2.046,0.0
V59,2.659,-1.937,0.015
V60,7.641,-2.05,0.01
V61,-2.061,-1.903,0.0
V62,11.943,1.066,0.331
V63,-2.502,-1.71,0.0
V64,1.017,-1.961,0.022
V65,-1.654,-1.94,0.001
V66,-2.339,-1.934,0.0
V67,7.641,-2.05,0.01
