,Discriminacao,Dificuldade,Adivinhacao
V68,4.085,-1.982,0.012
V69,2.497,-1.837,0.014
V70,3.312,-2.168,0.013
V71,1.107,-1.875,0.016
V72,-2.34,-1.855,0.0
V73,7.383,-2.051,0.009
V74,7.764,-2.05,0.01
V75,-1.494,-1.408,0.0
V76,8.288,-1.992,0.009
V77,-2.485,-1.927,0.0
V78,3.79,1.135,0.465
V79,5.048,-2.088,0.011
V80,7.836,-0.334,0.668
V81,3.752,-1.769,0.012
V82,7.39,-0.364,0.679
V83,8.156,-1.991,0.009
V84,1.434,-1.792,0.008
V85,2.789,-2.039,0.016
V86,-0.721,-2.406,0.0
V87,0.889,-2.343,0.02
V88,6.742,-2.206,0.01
V89,-0.749,-1.3,0.001
V90,0.509,-1.666,0.061
V91,6.135,-1.931,0.01
V92,5.832,-2.0,0.01
V93,8.045,-0.024,0.421
V94,3.942,-1.86,0.014
V95,-0.811,-2.287,0.0
V96,7.27,-2.052,0.009
V97,3.46,-1.764,0.014
V98,-0.926,-1.448,0.0
V99,4.941,-1.742,0.014
V100,-1.715,-1.83,0.0
V101,-1.512,-1.452,0.0
V102,3.942,-1.86,0.014
V103,6.445,-2.073,0.002
V104,-0.835,-1.003,0.0
V105,9.488,0.941,0.389
V106,3.665,-1.791,0.013
V107,2.624,-1.528,0.006
V108,-2.119,-1.836,0.0
V109,3.555,-1.821,0.018
V110,15.493,-0.324,0.358
V111,-1.258,-1.818,0.001
V112,-0.761,-0.191,0.0
V113,5.621,-1.776,0.011
V114,16.429,-0.398,0.472
V115,6.6,-1.915,0.01
V116,1.813,-0.7,0.232
V117,-0.581,-2.335,0.001
V118,5.117,-2.019,0.01
V119,-1.92,-1.905,0.0
V120,-0.572,-4.705,0.01
V121,4.686,-1.868,0.011
V122,-1.417,-2.176,0.0
V123,5.218,-2.02,0.01
V124,5.744,-1.933,0.01
V125,-2.141,-1.676,0.0
V126,1.556,-2.022,0.018
V127,-1.856,-1.787,0.0
V128,6.447,-2.072,0.002
V129,14.019,0.016,0.321
V130,2.806,-0.276,0.823
V131,4.686,-1.867,0.011
V132,1.116,-1.171,0.018
V133,8.628,-1.852,0.001
V134,2.546,-1.801,0.263
V135,2.838,-2.004,0.016
V136,16.064,-0.388,0.481
V137,-0.634,-1.56,0.001
V138,7.146,-1.71,0.008
V139,7.202,-2.052,0.009
V140,-0.857,-1.006,0.0
V141,2.003,-1.328,0.02
V142,6.874,-2.124,0.01
V143,6.96,-1.988,0.001
V144,6.634,-1.639,0.013
V145,8.109,-1.322,0.237
V146,2.674,-2.059,0.016
V147,-0.938,-2.297,0.001
V148,1.263,-3.076,0.107
V149,3.739,-2.069,0.012
V150,2.839,-2.003,0.016
V151,7.227,-2.119,0.01
V152,2.074,-1.732,0.009
V153,9.391,0.637,0.438
V154,17.936,-0.071,0.418
V155,-2.076,-1.876,0.0
V156,1.256,-2.002,0.031
V157,-0.896,-1.983,0.0
V158,-0.783,-1.007,0.0
V159,1.923,-1.807,0.008
V160,6.987,-2.123,0.01
V161,2.546,-1.665,0.012
V162,3.452,-1.931,0.013
V163,-0.612,0.042,0.0
V164,18.133,-0.318,0.576
V165,5.262,-2.02,0.01
V166,1.389,-1.653,0.036
V167,5.146,-2.173,0.081
V168,0.896,-0.843,0.083
V169,4.002,-2.003,0.011
V170,5.325,-1.246,0.294
V171,-0.88,-1.674,0.0
V172,-1.354,-1.586,0.0
V173,0.769,-3.079,0.191
V174,3.15,-1.888,0.016
V175,1.164,-1.931,0.018
V176,16.016,0.01,0.405
V177,1.95,-1.788,0.012
V178,7.389,-1.444,0.031
V179,10.81,1.088,0.312
V180,4.957,-1.746,0.014
V181,6.027,-2.216,0.002
V182,6.027,-2.216,0.002
V183,7.138,-1.414,0.3
V184,-1.882,-1.668,0.0
V185,-1.933,-2.08,0.001
V186,-1.933,-2.151,0.0
V187,4.803,-2.095,0.011
V188,3.34,-2.171,0.013
V189,4.326,-1.714,0.013
V190,7.642,-2.05,0.009
V191,6.836,-2.125,0.01
V192,1.918,-1.315,0.027
V193,7.475,-1.775,0.008
V194,-1.848,-1.849,0.0
V195,-0.87,-3.054,0.001
V196,-0.709,-2.126,0.002
V197,-1.873,-2.235,0.0
V198,-0.396,-1.825,0.001
V199,17.026,-0.378,0.436
V200,-1.342,-1.872,0.001
V201,-0.721,-3.557,0.001
V202,8.576,-1.936,0.008
V203,3.64,-2.059,0.012
V204,6.177,-0.29,0.692
V205,4.607,-2.172,0.012
V206,16.939,-0.041,0.474
V207,-0.829,-0.893,0.0
