,Discriminacao,Dificuldade,Adivinhacao
V1,1.779,0.224,0.028
V2,1.237,0.037,0.027
V3,3.862,2.193,0.047
V4,0.266,-3.715,0.0
V5,3.137,-0.829,0.041
V6,1.132,-1.084,0.2
V7,0.252,-6.896,0.001
V8,16.587,2.794,0.009
V9,0.064,-29.587,0.118
V10,0.887,0.455,0.251
V11,0.39,-8.001,0.004
V12,0.137,-15.371,0.027
V13,1.555,1.194,0.149
V14,-0.406,6.329,0.002
V15,-60.349,0.681,0.168
V16,-49.895,0.004,0.05
V17,-4.03,2.477,0.0
V18,-3.212,2.732,0.0
V19,-25.287,1.985,0.4
V20,-3.212,2.732,0.0
V21,-61.505,1.701,0.111
V22,-48.883,-2.06,0.046
V23,-64.639,0.021,0.025
V24,-84.369,0.402,0.15
V25,-23.828,2.049,0.0
V26,-31.482,2.014,0.0
V27,-73.619,-2.031,0.019
V28,-2.772,-1.056,0.137
V29,-35.812,2.049,0.0
V30,-50.328,-2.083,0.056
V31,-18.495,2.109,0.0
V32,-4.03,2.478,0.0
V33,-87.511,-1.706,0.056
V34,-4.97,-1.741,0.036
V35,-9.413,1.614,0.216
V36,-4.039,2.477,0.0
V37,-4.03,2.478,0.0
V38,-0.807,1.307,0.0
V39,-70.377,-0.652,0.062
V40,-3.275,-2.504,0.049
V41,-3.558,-2.725,0.0
V42,-50.695,-2.061,0.065
V43,-61.572,-0.659,0.015
V44,-34.051,2.402,0.0
V45,-17.717,-1.978,0.102
V46,-1.618,0.585,0.108
V47,-1.931,-2.193,0.155
V48,-39.757,2.021,0.0
V49,-61.5,1.701,0.111
V50,-4.408,0.87,0.137
V51,-1.752,-2.706,0.063
V52,-47.208,-2.083,0.037
V53,-2.308,-1.314,0.096
V54,-34.049,2.402,0.0
V55,-38.696,2.077,0.0
V56,-56.39,0.692,0.208
V57,-20.232,2.716,0.0
V58,-24.612,-2.033,0.009
V59,-37.785,-2.734,0.035
V60,-93.526,0.033,0.075
V61,-39.106,-2.09,0.037
V62,-29.89,-2.064,0.019
V63,-38.696,2.077,0.0
V64,-4.03,2.477,0.0
V65,-18.912,1.433,0.333
V66,-2.425,0.615,0.085
V67,-77.284,1.326,0.0
V68,-20.322,2.716,0.0
V69,-3.216,-0.889,0.089
V70,-3.312,-1.794,0.083
V71,-72.914,0.655,0.042
V72,-25.563,1.986,0.4
V73,-2.529,0.788,0.111
V74,-2.36,-1.474,0.154
V75,-48.672,-2.082,0.037
V76,-19.525,2.023,0.201
V77,-34.048,2.402,0.0
V78,-60.782,0.644,0.083
V79,0.953,5.625,0.067
V80,-46.557,-2.083,0.037
V81,-34.046,2.402,0.0
V82,-20.413,2.717,0.0
V83,-47.592,-2.084,0.046
V84,-55.35,0.686,0.21
V85,-42.526,1.739,0.333
V86,-20.504,2.717,0.0
V87,-41.473,-3.109,0.017
V88,-20.549,2.717,0.0
V89,-48.787,-2.083,0.046
V90,-34.045,2.402,0.0
V91,-19.537,2.023,0.201
V92,-92.013,0.45,0.05
V93,-24.544,1.356,0.111
V94,-38.697,2.077,0.0
V95,-4.8,1.777,0.0
V96,-4.027,2.478,0.0
V97,-43.074,-3.087,0.026
V98,-17.009,2.71,0.0
V99,-25.674,2.778,0.0
V100,-44.411,-2.091,0.074
V101,-2.839,-0.663,0.097
V102,-20.729,2.717,0.0
V103,-35.813,2.049,0.0
V104,-123.807,-0.322,0.053
V105,-5.314,-1.109,0.0
V106,-34.044,2.402,0.0
V107,-38.697,2.077,0.0
V108,-55.554,-2.043,0.037
V109,-18.494,2.109,0.0
V110,-50.278,0.672,0.125
V111,-1.496,0.792,0.0
V112,-34.042,2.402,0.0
V113,-4.027,2.478,0.0
V114,-4.977,-1.187,0.016
V115,-34.041,2.402,0.0
V116,-50.757,-2.059,0.037
V117,-4.03,2.477,0.0
V118,-49.909,1.324,0.222
V119,-1.085,0.888,0.091
V120,-47.828,0.659,0.125
V121,-2.73,-2.891,0.03
V122,-20.774,2.717,0.0
V123,-61.496,1.701,0.111
V124,-1.484,2.916,0.0
V125,-2.442,0.54,0.0
V126,-38.697,2.077,0.0
V127,-4.233,1.088,0.0
V128,-69.897,-0.025,0.125
V129,-1.985,2.237,0.0
V130,-2.883,2.573,0.0
V131,-83.2,0.65,0.042
V132,-4.482,-1.349,0.068
V133,-2.385,-1.265,0.14
V134,-40.715,-2.065,0.083
V135,-4.03,2.478,0.0
V136,-0.557,-1.703,0.002
V137,-53.993,1.701,0.222
V138,-41.967,-2.043,0.083
V139,-97.45,0.032,0.1
V140,-4.2,0.774,0.041
V141,-49.442,-2.06,0.046
V142,-0.242,1.209,0.0
V143,-63.279,-1.39,0.106
V144,-113.937,-0.693,0.122
V145,-48.119,-0.652,0.126
V146,-35.814,2.049,0.0
V147,-31.239,2.014,0.0
V148,-35.026,1.972,0.2
V149,-89.733,0.636,0.042
V150,-35.816,2.049,0.0
V151,-61.588,-0.679,0.047
V152,-24.929,-2.107,0.009
V153,-132.448,0.32,0.05
V154,-4.088,-1.017,0.015
V155,-4.827,-0.816,0.031
V156,-29.915,-2.742,0.239
V157,-57.155,-2.057,0.019
V158,-17.009,2.71,0.0
V159,-56.364,-2.394,0.027
V160,-42.954,1.739,0.333
V161,-17.009,2.71,0.0
V162,-111.961,0.984,0.085
