,acc_score,f1_score
GaussianNB,0.8271604938271605,0.8985507246376812
KNeighborsClassifier(8),0.6604938271604939,0.7808764940239044
DecisionTreeClassifier(),0.8641975308641975,0.9230769230769231
RandomForestClassifier,0.8950617283950617,0.9415807560137457
SVM,0.6666666666666666,0.7804878048780487
MLPClassifier,0.7777777777777778,0.8656716417910447
