,Discriminacao,Dificuldade,Adivinhacao
V1,0.561,-4.471,0.0
V2,0.112,-16.382,0.334
V3,3.5,3.027,0.009
V4,0.808,-2.487,0.0
V5,0.152,-15.114,0.004
V6,0.293,-5.038,0.0
V7,-0.037,67.964,0.103
V8,0.302,-5.905,0.0
V9,-0.645,5.459,0.0
V10,0.003,1141.904,0.863
V11,-0.202,15.68,0.004
V12,0.007,-316.175,0.14
V13,-0.431,6.479,0.001
V14,0.366,-4.255,0.0
V15,-3.536,2.381,0.0
V16,-77.658,-3.094,0.051
V17,-2.285,-2.319,0.054
V18,-3.885,2.549,0.0
V19,-2.933,1.835,0.0
V20,-155.496,-1.356,0.059
V21,-78.442,2.379,0.0
V22,-5.81,-1.727,0.03
V23,-45.765,2.751,0.0
V24,-105.762,-2.053,0.037
V25,-75.367,-2.057,0.103
V26,-158.002,0.671,0.133
V27,-119.352,-2.048,0.084
V28,-52.038,2.076,0.0
V29,-114.907,2.053,0.0
V30,-52.036,2.076,0.0
V31,0.778,5.859,0.049
V32,-88.711,-2.061,0.037
V33,-123.027,2.046,0.0
V34,-4.186,-1.449,0.123
V35,-3.886,2.549,0.0
V36,-123.048,2.046,0.0
V37,-3.41,2.791,0.0
V38,-96.193,0.016,0.173
V39,-42.725,2.751,0.0
V40,-4.919,-1.535,0.031
V41,-3.883,2.549,0.0
V42,-114.919,2.053,0.0
V43,-52.284,3.13,0.0
V44,-61.052,2.035,0.142
V45,-4.815,0.709,0.183
V46,-3.537,2.381,0.0
V47,-123.068,2.046,0.0
V48,-210.888,1.706,0.0
V49,-3.536,2.381,0.0
V50,-107.424,0.69,0.29
V51,-124.803,-0.005,0.074
V52,-3.532,2.381,0.0
V53,-4.252,-1.777,0.052
V54,-82.357,-3.072,0.094
V55,-5.844,-1.735,0.04
V56,-93.932,1.36,0.25
V57,-5.403,0.454,0.131
V58,-113.323,-2.034,0.075
V59,-3.893,2.549,0.0
V60,-3.536,2.381,0.0
V61,-3.536,2.381,0.0
V62,-124.3,0.681,0.18
V63,-58.257,2.073,0.0
V64,-193.642,0.67,0.318
V65,-160.9,0.673,0.133
V66,-363.033,0.0,0.393
V67,-3.715,-2.468,0.057
V68,-61.189,2.035,0.142
V69,-95.624,-2.061,0.047
V70,-4.186,-0.314,0.044
V71,-2.096,2.094,0.0
V72,-213.847,1.709,0.083
V73,-4.485,1.925,0.0
V74,-3.432,1.699,0.0
V75,-3.889,2.549,0.0
V76,-114.931,2.053,0.0
V77,-68.913,-2.066,0.056
V78,-120.383,-0.005,0.073
V79,-1.803,2.005,0.0
V80,-217.258,-0.016,0.048
V81,-3.536,2.381,0.0
V82,-3.372,0.422,0.153
V83,-121.865,2.046,0.0
V84,-71.143,2.392,0.0
V85,-158.26,1.805,0.167
V86,-208.025,-1.694,0.047
V87,-117.919,-2.066,0.028
V88,-54.262,3.164,0.0
V89,-24.615,-3.117,0.06
V90,-91.108,-3.084,0.043
V91,-119.884,-0.012,0.049
V92,-2.438,-2.536,0.052
V93,-5.183,-1.866,0.051
V94,-1.07,-0.227,0.11
V95,-57.658,2.042,0.0
V96,-66.072,2.036,0.142
V97,-54.039,2.075,0.0
V98,-210.015,0.475,0.174
V99,-235.752,-0.157,0.103
V100,-1.205,1.371,0.0
V101,-3.883,2.549,0.0
V102,-158.253,1.806,0.167
V103,-2.11,2.589,0.0
V104,-3.883,2.549,0.0
V105,-85.865,-2.061,0.028
V106,-147.825,1.922,0.167
V107,-210.899,1.706,0.0
V108,-4.315,-0.149,0.136
V109,-57.714,3.149,0.0
V110,-3.536,2.381,0.0
V111,-1.362,-1.745,0.141
V112,-106.053,-3.158,0.043
V113,-85.909,-2.061,0.037
V114,-3.919,-0.038,0.088
V115,-3.737,-1.538,0.072
V116,-2.985,2.147,0.0
V117,-210.911,1.706,0.0
V118,-3.414,2.792,0.0
V119,-127.596,-2.064,0.019
V120,-120.977,-0.02,0.073
V121,-129.886,0.687,0.188
V122,-57.658,2.042,0.0
V123,-3.886,2.549,0.0
V124,-2.766,2.059,0.0
V125,-2.629,1.975,0.0
V126,-217.805,-1.039,0.188
V127,-6.774,-0.343,0.039
V128,-2.555,2.211,0.0
V129,-56.678,-3.117,0.274
V130,-137.413,2.039,0.0
V131,-75.679,-3.1,0.043
V132,-48.358,2.751,0.0
V133,-168.841,-0.985,0.178
V134,-3.414,2.792,0.0
V135,-61.323,2.035,0.142
V136,-118.374,-2.065,0.019
V137,-5.852,-1.735,0.04
V138,-86.725,-2.053,0.028
V139,-4.253,-1.782,0.052
V140,-3.536,2.381,0.0
V141,-51.513,2.076,0.0
V142,-1.042,0.846,0.0
V143,-3.313,0.635,0.146
V144,-128.975,0.009,0.121
V145,-2.145,2.187,0.0
V146,-3.41,2.792,0.0
V147,-5.546,-0.282,0.099
V148,-18.245,-1.955,0.056
V149,-123.089,2.046,0.0
V150,-138.718,2.039,0.0
V151,-88.522,0.019,0.317
V152,-129.399,-2.068,0.065
V153,-2.388,2.127,0.0
V154,-140.732,1.346,0.166
V155,-119.803,2.046,0.0
V156,-81.329,0.012,0.097
V157,-3.071,-0.518,0.039
V158,-3.675,-2.447,0.038
V159,-82.847,-3.082,0.034
V160,-261.283,-0.002,0.366
V161,-3.987,-0.222,0.176
V162,-122.791,-0.001,0.073
