Metodo,Acuracia
GaussianNB,0.8802642796248934
BernoulliNB,0.46344842284739995
KNeighborsClassifier(2),0.837936913895993
KNeighborsClassifier(3),0.8351449275362318
KNeighborsClassifier(5),0.8176044330775788
KNeighborsClassifier(8),0.8001065643648764
DecisionTreeClassifier(),0.9125106564364878
RandomForestClassifier(3_estimators),0.9299019607843138
RandomForestClassifier(5_estimators),0.9401960784313725
RandomForestClassifier,0.9590792838874679
SVM,0.7926683716965047
MLPClassifier,0.7649829497016198
rand1,0.5370370370370371
rand2,0.5308641975308642
rand3,0.4382716049382716
majoritario,0.9135802469135802
minoritario,0.08641975308641975
pessimo,0.0
otimo,1.0
