,acc_score,f1_score
GaussianNB,0.808641975308642,0.8872727272727272
KNeighborsClassifier(8),0.691358024691358,0.81203007518797
DecisionTreeClassifier(),0.8333333333333334,0.9059233449477351
RandomForestClassifier,0.8703703703703703,0.9283276450511946
SVM,0.6666666666666666,0.7804878048780487
MLPClassifier,0.7160493827160493,0.8270676691729323
