Metodo,Acuracia
GaussianNB,0.7871418588399721
BernoulliNB,0.794619147449336
KNeighborsClassifier(2),0.6400419287211739
KNeighborsClassifier(3),0.6698462613556952
KNeighborsClassifier(5),0.6604122990915443
KNeighborsClassifier(8),0.6530398322851154
DecisionTreeClassifier(),0.8305380852550664
RandomForestClassifier(3_estimators),0.84874213836478
RandomForestClassifier(5_estimators),0.8617051013277429
RandomForestClassifier,0.876764500349406
SVM,0.6081761006289308
MLPClassifier,0.7596785464709994
rand1,0.4444444444444444
rand2,0.5507246376811594
rand3,0.45410628019323673
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
