,Discriminacao,Dificuldade,Adivinhacao
V1,5.934,-2.093,0.018
V2,2.642,-2.18,0.024
V3,1.249,-0.969,0.471
V4,8.941,0.794,0.434
V5,5.406,-2.177,0.019
V6,2.743,-1.436,0.279
V7,6.178,-2.089,0.018
V8,6.052,-2.024,0.018
V9,-0.615,-3.183,0.002
V10,4.251,-1.934,0.021
V11,2.179,-0.589,0.621
V12,-0.141,7.705,0.106
V13,3.817,0.068,0.659
V14,4.268,-2.157,0.022
V15,-1.556,-1.54,0.001
V16,1.472,-2.1,0.02
V17,-0.527,-2.288,0.022
V18,5.521,-0.383,0.637
V19,16.037,-0.36,0.485
V20,-2.112,-1.829,0.001
V21,0.66,-0.179,0.385
V22,-3.205,-2.356,0.001
V23,-0.256,-0.444,0.122
V24,-3.268,-2.017,0.001
V25,7.72,-0.062,0.578
V26,5.701,-2.097,0.019
V27,-0.017,79.282,0.086
V28,16.277,-0.325,0.485
V29,1.608,-2.011,0.031
V30,0.485,-0.774,0.153
V31,2.786,-1.242,0.351
V32,5.93,-2.165,0.018
V33,2.357,-1.963,0.033
V34,3.769,0.114,0.378
V35,-0.128,-1.033,0.138
V36,3.424,-2.126,0.023
V37,-0.888,-0.635,0.008
V38,-3.037,-1.833,0.001
V39,0.201,-3.748,0.103
V40,1.776,-1.131,0.371
V41,-1.081,-1.782,0.143
V42,3.641,-0.402,0.68
V43,-1.708,-2.118,0.001
V44,6.178,-2.089,0.018
V45,2.098,-1.945,0.023
V46,-2.984,-1.84,0.001
V47,2.532,-1.853,0.028
V48,2.282,-2.105,0.105
V49,2.245,-1.737,0.023
V50,3.953,-2.377,0.024
V51,2.9,-1.978,0.03
V52,2.686,-2.055,0.023
V53,2.034,-1.685,0.039
V54,1.964,-0.348,0.561
V55,4.183,-0.669,0.651
V56,0.216,-4.719,0.071
V57,3.768,-2.087,0.021
V58,-2.675,-1.919,0.001
V59,2.386,-2.032,0.029
V60,5.717,-2.096,0.018
V61,-1.993,-1.981,0.001
V62,-0.284,-3.922,0.178
V63,-2.337,-1.676,0.001
V64,1.892,-1.913,0.029
V65,-1.925,-2.009,0.053
V66,-2.615,-2.064,0.002
V67,4.605,-2.063,0.021
V68,3.741,-2.027,0.023
V69,2.116,-1.933,0.028
V70,2.684,-2.205,0.026
V71,2.066,-1.884,0.024
V72,-2.144,-1.698,0.001
V73,5.934,-2.093,0.018
V74,5.678,-2.096,0.019
V75,-0.973,-1.854,0.005
V76,6.074,-2.024,0.018
V77,-2.855,-1.97,0.002
V78,0.177,-3.461,0.06
V79,3.425,-2.2,0.023
V80,6.591,0.054,0.788
V81,0.093,-9.124,0.094
V82,5.29,-0.346,0.663
V83,0.331,-5.672,0.049
V84,5.336,-1.907,0.018
V85,4.301,-2.157,0.022
V86,-0.791,-2.504,0.001
V87,1.467,-2.45,0.025
V88,5.675,-2.262,0.019
V89,1.548,1.35,0.485
V90,0.14,-5.505,0.091
V91,6.062,-2.024,0.017
V92,5.717,-2.096,0.018
V93,0.938,-0.886,0.106
V94,4.761,-1.851,0.022
V95,-0.767,-2.356,0.001
V96,5.851,-2.023,0.017
V97,0.61,-1.819,0.039
V98,6.247,1.349,0.413
V99,5.846,-1.827,0.017
V100,-1.501,-1.843,0.001
V101,-1.304,-1.896,0.137
V102,4.457,-1.988,0.019
V103,3.716,-2.154,0.003
V104,-0.53,-1.373,0.008
V105,0.373,1.588,0.095
V106,3.456,-1.735,0.032
V107,2.333,-1.676,0.012
V108,-2.024,-2.04,0.002
V109,3.424,-1.673,0.034
V110,8.486,0.4,0.372
V111,10.608,0.95,0.377
V112,0.021,-15.43,0.162
V113,5.788,-1.818,0.019
V114,11.492,0.065,0.46
V115,4.129,-1.828,0.02
V116,0.978,-0.953,0.155
V117,-0.539,-2.992,0.004
V118,4.583,-1.99,0.02
V119,-1.681,-2.004,0.002
V120,2.984,2.033,0.257
V121,5.523,-1.87,0.023
V122,-1.157,-2.531,0.001
V123,5.839,-2.022,0.018
V124,5.044,-1.906,0.019
V125,8.575,1.442,0.284
V126,0.557,-2.906,0.052
V127,-1.56,-2.135,0.002
V128,3.718,-2.153,0.003
V129,12.519,0.327,0.375
V130,1.425,-1.059,0.497
V131,4.425,-1.994,0.019
V132,0.195,1.125,0.129
V133,5.404,-1.823,0.002
V134,2.16,-2.288,0.058
V135,2.626,-2.061,0.028
V136,6.942,0.349,0.416
V137,-0.185,-4.824,0.231
V138,6.631,-1.692,0.014
V139,4.57,-1.985,0.019
V140,6.394,1.182,0.502
V141,1.852,-1.424,0.026
V142,4.537,-1.991,0.02
V143,4.414,-1.974,0.003
V144,6.18,-1.695,0.019
V145,6.143,-1.239,0.207
V146,2.427,-2.154,0.028
V147,8.619,1.429,0.325
V148,1.025,-3.234,0.104
V149,1.703,-2.119,0.03
V150,2.625,-2.062,0.028
V151,5.921,-2.023,0.018
V152,1.961,-1.723,0.018
V153,11.032,0.307,0.391
V154,12.614,0.264,0.405
V155,-1.207,-1.802,0.002
V156,1.214,-1.984,0.056
V157,-0.634,-2.749,0.002
V158,2.853,1.21,0.437
V159,1.995,-1.787,0.017
V160,3.723,-2.151,0.003
V161,4.448,-1.812,0.023
V162,4.149,-2.077,0.02
V163,0.526,-1.248,0.08
V164,15.523,-0.342,0.528
V165,4.813,-1.853,0.021
V166,1.424,-1.415,0.11
V167,4.597,-2.18,0.164
V168,0.127,8.895,0.232
V169,4.853,-1.853,0.022
V170,1.042,-2.076,0.024
V171,-0.7,-2.123,0.002
V172,-1.407,-1.533,0.001
V173,0.709,-3.318,0.152
V174,3.164,-2.013,0.025
V175,-0.031,8.161,0.162
V176,13.234,0.062,0.479
V177,1.652,-1.735,0.027
V178,5.378,-1.629,0.012
V179,8.931,0.854,0.341
V180,5.826,-1.776,0.018
V181,3.308,-2.422,0.002
V182,3.309,-2.422,0.002
V183,2.639,-1.615,0.201
V184,-1.547,-1.771,0.001
V185,-1.552,-1.852,0.004
V186,-1.263,-2.328,0.001
V187,2.152,-2.232,0.023
V188,2.973,-2.268,0.023
V189,5.034,-1.682,0.026
V190,2.96,-1.866,0.021
V191,3.477,-2.283,0.002
V192,1.555,-1.006,0.056
V193,5.409,-1.824,0.002
V194,7.082,1.411,0.389
V195,-0.701,-3.924,0.002
V196,1.242,2.253,0.219
V197,-1.835,-2.345,0.002
V198,-0.394,-2.659,0.01
V199,7.164,0.46,0.373
V200,8.282,0.834,0.292
V201,-0.78,-3.281,0.002
V202,5.8,-1.776,0.018
V203,3.845,-2.177,0.02
V204,9.522,-0.171,0.651
V205,3.666,-2.287,0.021
V206,12.613,0.866,0.449
V207,1.243,1.612,0.457
