,acc_score,f1_score
GaussianNB,0.7874396135265701,0.8253968253968254
KNeighborsClassifier(8),0.6231884057971014,0.5894736842105264
DecisionTreeClassifier(),0.8067632850241546,0.8260869565217391
RandomForestClassifier,0.8647342995169082,0.8727272727272727
SVM,0.6859903381642513,0.7703180212014133
MLPClassifier,0.7777777777777778,0.8050847457627119
