,acc_score,f1_score
GaussianNB,0.8518518518518519,0.9172413793103449
KNeighborsClassifier(8),0.8888888888888888,0.9411764705882353
DecisionTreeClassifier(),0.8703703703703703,0.9297658862876255
RandomForestClassifier,0.9135802469135802,0.9548387096774192
SVM,0.9135802469135802,0.9548387096774192
MLPClassifier,0.9135802469135802,0.9548387096774192
