,Discriminacao,Dificuldade,Adivinhacao
V1,33.062,0.575,0.611
V2,81.023,-1.355,0.0
V3,22.085,-1.378,0.0
V4,40.016,-1.394,0.0
V5,78.152,-0.708,0.0
V6,25.677,-1.344,0.0
V7,80.57,-1.355,0.0
V8,80.572,-1.355,0.0
V9,22.365,-1.422,0.0
V10,4.581,-1.243,0.0
V11,71.844,-1.023,0.0
V12,-3.328,-1.334,0.0
V13,40.014,-1.394,0.0
V14,3.952,-1.174,0.0
V15,55.233,-1.385,0.0
V16,85.091,-1.343,0.0
V17,3.875,-1.399,0.0
V18,65.952,-1.366,0.0
V19,67.795,-1.38,0.0
V20,55.228,-1.385,0.0
V21,53.793,-1.367,0.0
V22,3.381,-1.592,0.0
V23,53.791,-1.367,0.0
V24,43.238,-0.727,0.143
V25,22.183,-1.378,0.0
V26,83.668,-0.687,0.143
V27,45.101,-1.369,0.0
V28,25.773,-1.344,0.0
V29,71.984,-1.023,0.0
V30,3.875,-1.399,0.0
V31,22.256,-1.378,0.0
V32,-3.127,-1.256,0.0
V33,3.381,-1.592,0.0
V34,40.013,-1.394,0.0
V35,133.547,-0.678,0.286
V36,40.011,-1.394,0.0
V37,45.098,-1.369,0.0
V38,2.889,-1.524,0.0
V39,22.462,-1.421,0.0
V40,58.095,-1.712,0.0
V41,4.581,-1.243,0.0
V42,22.501,-1.421,0.0
V43,3.955,-1.174,0.0
V44,22.354,-1.378,0.0
V45,25.939,-1.344,0.0
V46,3.074,-1.83,0.0
V47,80.573,-1.355,0.0
V48,25.962,-1.344,0.0
V49,-2.364,-1.66,0.0
V50,2.548,-1.759,0.0
V51,25.632,-0.768,0.0
V52,53.788,-1.367,0.0
V53,75.123,-1.365,0.0
V54,85.073,-1.343,0.0
V55,79.265,-0.692,0.286
V56,2.31,-1.334,0.0
V57,22.607,-1.421,0.0
V58,4.309,-0.666,0.0
V59,3.875,-1.399,0.0
V60,-2.881,-1.526,0.0
V61,85.056,-1.343,0.0
V62,-2.881,-1.526,0.0
V63,72.424,-1.023,0.0
V64,68.918,-1.354,0.0
V65,2.548,-1.759,0.0
V66,79.568,-1.355,0.0
V67,26.055,-1.344,0.0
V68,3.137,-1.255,0.0
V69,72.508,-1.023,0.0
V70,3.381,-1.592,0.0
V71,22.55,-1.378,0.0
V72,2.049,-1.43,0.0
V73,55.224,-1.385,0.0
V74,-2.881,-1.526,0.0
V75,105.365,-0.662,0.571
V76,2.622,-1.252,0.0
V77,22.575,-1.378,0.0
V78,4.969,-1.029,0.0
V79,3.875,-1.399,0.0
V80,62.865,-1.353,0.0
V81,-3.328,-1.334,0.0
V82,79.575,-1.355,0.0
V83,3.875,-1.399,0.0
V84,2.889,-1.524,0.0
V85,2.372,-1.657,0.0
V86,79.581,-1.355,0.0
V87,87.276,-1.344,0.0
V88,22.749,-1.421,0.0
V89,22.624,-1.378,0.0
V90,5.715,-1.104,0.0
V91,45.096,-1.369,0.0
V92,35.563,-1.321,0.0
V93,3.875,-1.399,0.0
V94,26.216,-1.344,0.0
V95,22.697,-1.378,0.0
V96,73.136,0.631,0.611
V97,86.092,-1.344,0.0
V98,2.889,-1.524,0.0
V99,76.612,-0.671,0.428
V100,79.588,-1.355,0.0
V101,87.26,-1.344,0.0
V102,22.876,-1.42,0.0
V103,4.581,-1.243,0.0
V104,72.873,-1.024,0.0
V105,26.308,-1.344,0.0
V106,22.796,-1.378,0.0
V107,78.399,-0.695,0.143
V108,3.074,-1.83,0.0
V109,3.875,-1.399,0.0
V110,55.496,-1.717,0.0
V111,3.337,-1.333,0.0
V112,85.039,-1.343,0.0
V113,40.274,0.595,0.633
V114,3.875,-1.399,0.0
V115,22.845,-1.378,0.0
V116,23.035,-1.42,0.0
V117,45.093,-1.369,0.0
V118,55.219,-1.385,0.0
V119,-2.018,-1.805,0.0
V120,3.875,-1.399,0.0
V121,-3.328,-1.334,0.0
V122,4.581,-1.243,0.0
V123,53.786,-1.367,0.0
V124,-2.69,-1.074,0.0
V125,65.395,-0.695,0.286
V126,64.798,-0.693,0.0
V127,73.108,-1.024,0.0
V128,40.01,-1.394,0.0
V129,85.021,-1.343,0.0
V130,4.581,-1.243,0.0
V131,63.392,-0.683,0.143
V132,40.008,-1.394,0.0
V133,54.95,-1.718,0.0
V134,75.127,-1.365,0.0
V135,37.775,0.011,0.445
V136,80.177,-0.006,0.333
V137,55.214,-1.385,0.0
V138,73.186,-1.024,0.0
V139,23.145,-1.42,0.0
V140,-3.154,-0.932,0.0
V141,3.381,-1.592,0.0
V142,-2.881,-1.526,0.0
V143,23.172,-1.42,0.0
V144,53.783,-1.367,0.0
V145,53.781,-1.367,0.0
V146,73.303,-1.024,0.0
V147,4.581,-1.243,0.0
V148,118.887,-0.664,0.571
V149,-2.7,-1.439,0.0
V150,36.053,-1.321,0.0
V151,3.875,-1.399,0.0
V152,-2.615,-1.253,0.0
V153,40.007,-1.394,0.0
V154,68.917,-1.354,0.0
V155,55.21,-1.385,0.0
V156,3.138,-1.255,0.0
V157,83.12,-0.008,0.333
V158,3.874,-1.399,0.0
V159,90.982,-0.683,0.285
V160,75.131,-1.365,0.0
V161,2.889,-1.524,0.0
V162,79.595,-1.355,0.0
