,Discriminacao,Dificuldade,Adivinhacao
V1,92.509,2.027,0.029
V2,2.909,1.697,0.102
V3,52.936,2.013,0.146
V4,89.065,2.027,0.058
V5,30.524,-1.36,0.0
V6,2.064,-1.833,0.0
V7,2.089,2.103,0.047
V8,91.175,-1.004,0.0
V9,40.489,3.744,0.076
V10,3.943,1.293,0.059
V11,2.117,-1.501,0.0
V12,2.052,2.377,0.081
V13,-2.947,-1.826,0.13
V14,28.949,3.101,0.149
V15,36.379,-1.33,0.0
V16,30.64,-1.36,0.0
V17,44.401,2.003,0.039
V18,2.409,-1.39,0.0
V19,92.112,-0.707,0.0
V20,91.438,-1.003,0.0
V21,36.513,-1.33,0.0
V22,92.222,-1.022,0.333
V23,29.14,3.858,0.076
V24,2.759,-1.372,0.0
V25,41.333,-1.333,0.0
V26,4.462,-0.742,0.161
V27,5.905,-1.153,0.0
V28,29.554,-1.397,0.0
V29,91.787,-1.003,0.0
V30,69.286,2.032,0.068
V31,-2.828,-1.847,0.156
V32,76.87,0.665,0.076
V33,-2.822,-1.748,0.099
V34,174.912,-0.372,0.238
V35,29.644,-1.397,0.0
V36,123.345,2.04,0.068
V37,1.466,-1.522,0.0
V38,3.508,0.726,0.059
V39,3.201,1.053,0.113
V40,1.513,3.273,0.022
V41,5.437,-0.712,0.138
V42,1.602,3.471,0.059
V43,47.263,-0.702,0.166
V44,2.528,-1.213,0.0
V45,2.879,1.644,0.125
V46,95.725,-0.676,0.167
V47,26.104,-1.36,0.499
V48,1.912,-0.776,0.323
V49,30.272,-1.36,0.0
V50,3.745,1.121,0.114
V51,-2.472,-2.199,0.078
V52,74.468,0.664,0.062
V53,5.196,-0.548,0.373
V54,3.275,-1.122,0.0
V55,86.607,2.048,0.049
V56,7.188,1.135,0.025
V57,87.72,2.062,0.117
V58,75.404,2.06,0.039
V59,3.343,-1.345,0.0
V60,47.394,2.009,0.136
V61,-2.309,-2.581,0.059
V62,90.803,0.649,0.125
V63,1.785,3.664,0.0
V64,-2.221,-1.709,0.076
V65,29.779,-1.397,0.0
V66,4.882,-0.619,0.246
V67,30.349,-1.36,0.0
V68,1.587,3.267,0.094
V69,2.775,-1.288,0.0
V70,112.289,2.054,0.116
V71,76.72,1.562,0.126
V72,0.601,-2.415,0.0
V73,41.69,-1.333,0.0
V74,3.732,1.721,0.099
V75,1.099,4.376,0.083
V76,1.197,3.901,0.014
V77,5.911,-1.153,0.0
V78,-2.224,-3.156,0.09
V79,93.792,-0.679,0.167
V80,45.628,-0.703,0.166
V81,3.275,-1.122,0.0
V82,63.919,-1.343,0.0
V83,92.391,-1.002,0.0
V84,1.698,-1.65,0.0
V85,31.15,-1.36,0.0
V86,5.353,0.553,0.068
V87,43.872,-0.704,0.167
V88,0.731,-3.37,0.0
V89,4.755,-1.31,0.0
V90,66.004,0.674,0.137
V91,0.891,-3.309,0.0
V92,3.797,1.848,0.027
V93,1.705,-1.298,0.0
V94,63.913,-1.343,0.0
V95,80.029,2.047,0.039
V96,5.679,-0.565,0.115
V97,92.759,-0.679,0.167
V98,86.851,-0.038,0.524
V99,0.481,-3.704,0.0
V100,5.344,0.847,0.144
V101,92.562,-1.002,0.0
V102,-3.237,-1.362,0.044
V103,125.439,-0.681,0.499
V104,30.541,-1.36,0.0
V105,70.025,0.672,0.062
V106,2.457,-1.301,0.0
V107,110.414,-0.666,0.333
V108,3.574,-0.788,0.0
V109,108.324,-0.665,0.167
V110,92.733,-1.002,0.0
V111,37.19,-1.33,0.0
V112,30.187,-1.396,0.0
V113,80.196,-0.695,0.0
V114,1.756,-2.185,0.0
V115,77.979,0.661,0.063
V116,-3.868,-1.548,0.055
V117,5.905,-0.519,0.226
V118,1.57,-1.662,0.0
V119,-2.348,-1.873,0.115
V120,3.298,2.26,0.057
V121,111.185,-0.666,0.333
V122,26.104,-1.36,0.499
V123,3.546,-1.419,0.0
V124,0.821,-2.399,0.0
V125,71.973,0.665,0.101
V126,-2.993,1.261,0.0
V127,-0.926,2.549,0.0
V128,-1.885,1.538,0.0
V129,-1.419,1.277,0.0
V130,-2.979,-1.275,0.067
V131,-0.245,11.767,0.005
V132,-2.241,1.094,0.0
V133,-2.486,0.818,0.0
V134,-3.704,0.852,0.034
V135,-3.893,-1.128,0.011
V136,-0.308,9.047,0.002
V137,-0.412,4.875,0.0
V138,-0.015,162.024,0.064
V139,-0.254,10.349,0.002
V140,-0.943,1.803,0.0
V141,-1.159,1.432,0.0
V142,-1.166,1.876,0.0
V143,-0.772,2.876,0.0
V144,-0.477,4.306,0.0
V145,-0.794,1.694,0.0
V146,-0.317,9.802,0.003
V147,-0.218,10.936,0.001
V148,0.017,-132.348,0.084
V149,-0.101,20.776,0.031
V150,-1.941,0.857,0.0
V151,-0.246,11.746,0.008
V152,-1.021,1.775,0.0
V153,-2.988,-0.936,0.044
V154,-0.232,9.525,0.0
V155,-0.258,9.715,0.003
V156,-3.895,-0.924,0.054
V157,-1.13,1.975,0.0
V158,-1.585,1.389,0.0
V159,-1.57,0.816,0.0
V160,-3.729,-0.728,0.047
V161,0.23,-10.126,0.004
V162,-2.714,0.5,0.019
V163,-1.436,2.146,0.0
V164,-3.238,-0.952,0.055
V165,-1.497,0.767,0.0
V166,-2.05,0.832,0.0
V167,-2.45,0.695,0.0
V168,-3.683,-1.926,0.018
V169,-0.245,11.764,0.005
V170,0.563,-5.119,0.0
V171,-0.481,4.434,0.0
V172,-1.349,1.009,0.0
V173,-1.245,2.145,0.0
V174,-1.58,2.059,0.0
V175,-0.015,151.366,0.066
