Metodo,Acuracia
GaussianNB,0.5885714285714285
BernoulliNB,0.3028571428571429
KNeighborsClassifier(2),0.6742857142857143
KNeighborsClassifier(3),0.64
KNeighborsClassifier(5),0.6
KNeighborsClassifier(8),0.6114285714285714
DecisionTreeClassifier(),0.6742857142857143
RandomForestClassifier(3_estimators),0.6628571428571428
RandomForestClassifier(5_estimators),0.6514285714285715
RandomForestClassifier,0.6514285714285715
SVM,0.5714285714285714
MLPClassifier,0.68
rand1,0.42857142857142855
rand2,0.56
rand3,0.4742857142857143
majoritario,0.2857142857142857
minoritario,0.7142857142857143
pessimo,0.0
otimo,1.0
