,Discriminacao,Dificuldade,Adivinhacao
V1,10.99,-1.266,0.049
V2,6.729,-0.791,0.302
V3,3.948,-0.964,0.237
V4,-2.188,-0.999,0.0
V5,5.524,-0.832,0.276
V6,11.174,-1.263,0.049
V7,16.578,-1.033,0.006
V8,8.955,-1.384,0.057
V9,9.197,0.295,0.584
V10,-1.552,-1.498,0.0
V11,6.732,-1.306,0.117
V12,8.94,-0.698,0.156
V13,-2.48,-1.201,0.0
V14,2.118,-0.597,0.113
V15,11.459,-1.259,0.05
V16,5.335,-1.099,0.113
V17,-2.122,-1.292,0.0
V18,-1.804,-0.569,0.059
V19,5.286,-0.908,0.237
V20,4.616,-0.785,0.365
V21,-2.439,-1.155,0.0
V22,-1.574,-0.212,0.0
V23,5.276,2.479,0.39
V24,-2.32,-0.561,0.0
V25,12.96,-0.777,0.005
V26,5.681,-1.386,0.151
V27,-1.77,-0.786,0.0
V28,0.924,-2.358,0.073
V29,5.242,-1.275,0.068
V30,1.339,6.801,0.068
V31,-1.853,-1.72,0.0
V32,-1.618,-0.853,0.0
V33,10.7,-0.569,0.435
V34,3.781,2.568,0.362
V35,5.684,-1.386,0.152
V36,16.577,-1.033,0.006
V37,5.578,-0.829,0.278
V38,-0.944,-1.345,0.0
V39,9.916,1.303,0.331
V40,10.991,-1.266,0.049
V41,6.742,-1.307,0.117
V42,9.738,-0.657,0.15
V43,13.18,-1.168,0.084
V44,11.198,-0.597,0.146
V45,3.578,-0.972,0.008
V46,9.201,-0.719,0.158
V47,-2.226,-0.694,0.0
V48,1.998,-0.879,0.089
V49,9.987,-1.317,0.056
V50,9.817,-0.617,0.272
V51,-2.468,-0.912,0.0
V52,2.631,-1.193,0.08
V53,17.85,1.494,0.655
V54,10.386,0.515,0.504
V55,6.745,-1.307,0.116
V56,-1.926,-1.099,0.0
V57,-2.12,-1.12,0.0
V58,-1.76,-1.144,0.0
V59,9.989,-1.317,0.056
V60,10.993,-1.266,0.05
V61,-0.745,-2.01,0.004
V62,5.693,-1.386,0.152
V63,-1.352,-1.446,0.0
V64,1.187,-1.916,0.043
V65,10.058,-1.317,0.056
V66,-1.347,-1.18,0.0
V67,10.49,0.382,0.623
V68,-3.109,-1.167,0.0
V69,-1.989,-1.035,0.0
V70,14.152,0.866,0.234
V71,-1.837,-1.743,0.0
V72,12.381,-0.571,0.004
V73,15.344,-0.878,0.005
V74,10.963,1.805,0.62
V75,-2.13,-1.097,0.06
V76,9.201,0.472,0.532
V77,11.954,1.762,0.349
V78,8.955,-1.384,0.058
V79,5.402,0.256,0.587
V80,12.699,0.897,0.532
V81,-2.111,-1.176,0.0
V82,9.803,-1.317,0.054
V83,17.24,0.332,0.282
V84,1.865,-1.096,0.102
V85,10.869,-1.269,0.051
V86,6.341,2.106,0.269
V87,5.573,-0.781,0.286
V88,-2.439,-1.155,0.0
V89,14.727,0.749,0.359
V90,12.643,-1.194,0.037
V91,-1.485,-1.588,0.0
V92,11.175,-1.262,0.05
V93,-0.383,-0.294,0.009
V94,2.189,-1.229,0.069
V95,10.514,-0.637,0.149
V96,5.696,-1.386,0.152
V97,14.755,0.948,0.312
V98,11.104,-1.263,0.05
V99,3.078,-1.022,0.074
V100,8.128,0.587,0.592
V101,5.328,-1.27,0.074
V102,-0.941,-1.045,0.0
V103,7.909,0.067,0.519
V104,17.899,0.36,0.366
V105,6.754,-1.307,0.115
V106,17.655,0.352,0.24
V107,1.415,-0.39,0.041
V108,9.269,-0.765,0.16
V109,8.535,-0.934,0.105
V110,-1.949,-0.892,0.095
V111,2.013,-0.577,0.028
V112,2.822,-1.327,0.052
V113,2.0,-0.54,0.263
V114,9.334,-0.638,0.273
V115,16.576,-1.033,0.006
V116,-2.119,-1.228,0.0
V117,10.727,-0.955,0.113
V118,5.85,-0.815,0.291
V119,10.994,-1.266,0.05
V120,1.276,-0.801,0.217
V121,11.697,-0.523,0.399
V122,11.01,-0.596,0.144
V123,11.057,-0.646,0.005
V124,12.911,-1.201,0.032
V125,9.398,1.918,0.234
V126,1.787,-0.318,0.486
V127,1.361,-1.258,0.104
V128,-4.304,-1.42,0.0
V129,-5.377,-0.507,0.0
V130,3.942,-0.293,0.368
V131,-1.73,-0.684,0.0
V132,-1.13,0.107,0.003
V133,5.658,-0.696,0.471
V134,5.448,0.472,0.497
V135,1.917,-1.52,0.09
V136,-2.464,-1.013,0.0
V137,7.125,-0.831,0.299
V138,-2.32,-1.057,0.368
V139,-2.534,-1.127,0.0
V140,8.955,-0.66,0.277
V141,6.326,-0.801,0.295
V142,7.84,-0.605,0.464
V143,-3.441,-1.613,0.0
V144,7.59,0.875,0.293
V145,4.498,0.572,0.695
V146,-3.598,-0.696,0.0
V147,6.585,-0.623,0.483
V148,9.118,0.117,0.49
V149,6.375,-0.629,0.474
V150,4.025,-0.35,0.476
V151,7.599,-0.616,0.45
V152,-0.82,0.493,0.001
V153,10.237,0.049,0.4
V154,-0.568,-0.028,0.007
V155,-1.248,-0.717,0.001
V156,-2.317,-0.263,0.0
V157,3.022,-1.236,0.144
V158,-1.342,-0.855,0.001
V159,-3.474,-0.777,0.0
V160,-6.238,-1.201,0.0
V161,2.445,-1.179,0.184
V162,13.27,-0.447,0.481
V163,-2.348,-1.179,0.012
V164,-5.082,-1.329,0.325
V165,-0.129,-0.855,0.559
V166,2.896,-0.895,0.359
V167,-1.679,-0.632,0.0
V168,4.383,-0.89,0.323
V169,2.436,-0.69,0.236
V170,4.918,0.093,0.679
V171,-1.714,-0.693,0.0
V172,-4.37,-0.673,0.08
V173,7.89,0.175,0.459
V174,-2.196,-1.508,0.0
V175,-2.829,-0.648,0.0
