,acc_score,f1_score
GaussianNB,0.5885714285714285,0.5555555555555556
KNeighborsClassifier(8),0.6114285714285714,0.4603174603174603
DecisionTreeClassifier(),0.6742857142857143,0.4356435643564357
RandomForestClassifier,0.6514285714285715,0.41904761904761906
SVM,0.5714285714285714,0.5283018867924528
MLPClassifier,0.68,0.5087719298245614
