,Discriminacao,Dificuldade,Adivinhacao
V1,3.579,-1.944,0.015
V2,2.335,-2.0,0.015
V3,4.239,0.114,0.787
V4,4.534,0.453,0.452
V5,4.552,-2.045,0.012
V6,1.2,-1.957,0.115
V7,4.958,-1.901,0.001
V8,2.827,-1.742,0.012
V9,-0.7,-2.699,0.001
V10,1.681,-1.952,0.018
V11,0.772,-2.391,0.199
V12,0.813,-2.819,0.038
V13,2.187,1.077,0.591
V14,4.837,-1.948,0.014
V15,-2.11,-1.243,0.0
V16,-0.724,-0.394,0.0
V17,-1.281,-1.648,0.0
V18,7.485,-0.348,0.638
V19,12.511,-0.13,0.582
V20,-4.173,-1.735,0.0
V21,-0.789,-0.503,0.001
V22,-5.13,-2.017,0.0
V23,-0.722,-0.128,0.0
V24,-3.625,-1.893,0.0
V25,9.128,0.472,0.551
V26,3.992,-1.901,0.016
V27,1.249,-2.159,0.016
V28,16.75,-0.342,0.583
V29,1.263,-2.099,0.033
V30,-0.499,-1.817,0.002
V31,1.182,-1.651,0.162
V32,3.923,-1.963,0.013
V33,2.135,-1.936,0.019
V34,-0.585,-1.274,0.002
V35,-0.587,-1.81,0.001
V36,3.456,-1.988,0.017
V37,-1.351,-0.872,0.0
V38,-4.181,-1.789,0.0
V39,3.957,0.335,0.678
V40,0.941,-2.042,0.131
V41,-1.903,-1.328,0.0
V42,3.892,-0.291,0.704
V43,-2.923,-1.822,0.0
V44,4.958,-1.901,0.001
V45,1.365,-1.83,0.021
V46,-4.092,-1.703,0.0
V47,1.937,-1.872,0.016
V48,1.338,-2.396,0.046
V49,-0.51,0.364,0.0
V50,3.858,-2.172,0.017
V51,5.28,-1.595,0.06
V52,2.024,-1.894,0.016
V53,1.434,-0.868,0.165
V54,1.164,-1.099,0.414
V55,4.289,-0.459,0.653
V56,-0.557,0.2,0.0
V57,-0.706,0.761,0.0
V58,-3.336,-1.69,0.0
V59,1.809,-1.886,0.024
V60,4.184,-1.774,0.012
V61,-3.036,-1.973,0.0
V62,8.33,1.512,0.393
V63,-4.197,-1.471,0.0
V64,1.196,-1.802,0.031
V65,-2.486,-1.79,0.0
V66,-2.624,-1.53,0.0
V67,6.023,-1.785,0.013
V68,3.473,-1.782,0.012
V69,1.71,-1.674,0.02
V70,2.999,-2.005,0.02
V71,1.448,-1.661,0.021
V72,-3.318,-1.595,0.0
V73,1.701,-2.222,0.016
V74,5.485,-1.878,0.011
V75,-1.336,-1.333,0.0
V76,2.893,-1.846,0.011
V77,-3.335,-1.668,0.0
V78,-0.92,-1.059,0.0
V79,2.742,-1.989,0.013
V80,8.263,-0.346,0.604
V81,-0.562,0.822,0.001
V82,3.844,-0.328,0.695
V83,1.487,-1.931,0.011
V84,-0.518,0.542,0.0
V85,2.29,-2.019,0.018
V86,-1.207,-2.352,0.0
V87,-0.635,0.764,0.0
V88,3.191,-2.063,0.016
V89,-1.063,-0.986,0.001
V90,-0.719,-0.236,0.0
V91,2.896,-1.845,0.011
V92,3.872,-1.79,0.012
V93,10.848,-0.13,0.366
V94,5.058,-1.759,0.016
V95,-0.834,-2.151,0.0
V96,4.551,-2.045,0.012
V97,4.737,-1.405,0.038
V98,8.54,1.414,0.359
V99,7.425,-1.811,0.009
V100,-1.331,-1.657,0.0
V101,7.343,1.581,0.285
V102,9.292,-1.67,0.004
V103,6.42,-1.854,0.001
V104,-0.622,-1.134,0.001
V105,1.373,-0.348,0.069
V106,3.297,-1.601,0.028
V107,12.593,-1.407,0.003
V108,-2.051,-1.757,0.0
V109,8.326,-1.298,0.227
V110,10.571,0.048,0.4
V111,15.597,-0.048,0.418
V112,1.084,-1.428,0.022
V113,6.803,-1.658,0.013
V114,10.995,0.016,0.545
V115,6.919,-1.85,0.01
V116,2.615,-1.084,0.314
V117,4.874,1.422,0.346
V118,3.957,-1.908,0.016
V119,-1.632,-1.639,0.0
V120,9.074,1.671,0.239
V121,6.422,-1.854,0.001
V122,-1.182,-2.406,0.0
V123,5.139,-1.744,0.016
V124,4.619,-1.708,0.023
V125,5.548,0.467,0.361
V126,1.109,-1.725,0.021
V127,6.537,1.549,0.45
V128,5.718,-1.953,0.001
V129,14.921,-0.018,0.419
V130,4.177,-0.101,0.779
V131,7.755,-1.716,0.011
V132,1.653,-1.168,0.008
V133,10.059,-1.582,0.004
V134,2.25,-2.069,0.131
V135,7.046,-1.484,0.332
V136,11.052,-0.004,0.488
V137,0.646,0.034,0.188
V138,9.292,-1.67,0.004
V139,6.952,-1.798,0.009
V140,7.733,1.381,0.422
V141,3.464,-1.123,0.12
V142,4.807,-1.697,0.025
V143,4.929,-1.853,0.013
V144,10.775,-1.437,0.003
V145,10.981,-1.185,0.199
V146,3.912,-1.913,0.016
V147,6.163,1.275,0.3
V148,1.659,-2.747,0.106
V149,2.463,-1.874,0.012
V150,4.808,-1.696,0.025
V151,7.369,-1.989,0.01
V152,5.907,-1.397,0.087
V153,16.369,-0.075,0.436
V154,12.962,-0.017,0.437
V155,7.98,-0.332,0.616
V156,1.361,-1.85,0.036
V157,-0.773,-1.974,0.001
V158,5.377,1.268,0.464
V159,3.895,-1.553,0.004
V160,4.551,-2.045,0.012
V161,3.727,-1.402,0.067
V162,7.197,-1.808,0.009
V163,1.095,-1.653,0.015
V164,15.815,-0.346,0.594
V165,6.027,-1.864,0.011
V166,1.512,-1.253,0.073
V167,7.325,-1.897,0.244
V168,1.061,-0.448,0.084
V169,3.918,-1.911,0.016
V170,8.54,-1.17,0.278
V171,-0.624,-2.453,0.001
V172,-0.882,-1.963,0.001
V173,0.857,-3.075,0.121
V174,7.464,-1.638,0.015
V175,4.017,-1.633,0.009
V176,19.378,-0.339,0.524
V177,2.001,-1.43,0.06
V178,7.401,-1.495,0.003
V179,10.236,0.286,0.361
V180,7.487,-1.567,0.023
V181,5.285,-2.037,0.002
V182,4.826,-2.025,0.012
V183,7.046,-1.484,0.332
V184,-0.959,-1.046,0.001
V185,10.66,-0.003,0.365
V186,-2.061,-1.911,0.0
V187,2.916,-1.944,0.011
V188,4.449,-1.96,0.014
V189,7.44,-1.421,0.065
V190,4.123,-1.64,0.008
V191,5.719,-1.954,0.001
V192,2.017,-1.154,0.089
V193,9.609,-1.543,0.004
V194,15.019,-0.417,0.576
V195,-0.853,-3.575,0.0
V196,-0.722,-2.238,0.002
V197,-1.539,-2.053,0.0
V198,-0.478,-1.484,0.002
V199,14.2,0.031,0.488
V200,10.655,0.266,0.345
V201,-0.797,-2.721,0.001
V202,6.686,-1.782,0.01
V203,6.223,-1.867,0.011
V204,1.07,-2.3,0.213
V205,5.259,-2.003,0.012
V206,14.218,-0.011,0.455
V207,5.244,1.162,0.502
