,Discriminacao,Dificuldade,Adivinhacao
V1,3.233,1.779,0.029
V2,22.134,0.706,0.076
V3,-0.825,-12.945,0.193
V4,-2.458,-2.173,0.131
V5,19.595,-1.304,0.0
V6,2.27,-1.602,0.0
V7,5.953,0.68,0.041
V8,20.717,-0.815,0.0
V9,42.489,3.864,0.085
V10,1.398,2.731,0.047
V11,2.793,-1.271,0.0
V12,1.227,2.421,0.067
V13,3.863,0.959,0.073
V14,-1.705,-2.651,0.153
V15,33.299,-1.038,0.0
V16,19.598,-1.304,0.0
V17,4.508,1.049,0.044
V18,3.287,-1.17,0.0
V19,21.861,-0.735,0.0
V20,22.099,-0.772,0.0
V21,33.299,-1.038,0.0
V22,20.227,-1.305,0.0
V23,27.504,3.873,0.11
V24,3.965,-1.142,0.0
V25,6.088,-1.165,0.0
V26,4.468,-0.748,0.118
V27,22.835,-0.802,0.0
V28,18.159,-1.36,0.0
V29,20.708,-0.815,0.0
V30,20.294,1.431,0.078
V31,-2.298,-2.496,0.169
V32,3.617,-0.58,0.0
V33,-3.022,-1.592,0.098
V34,25.852,-0.584,0.397
V35,18.156,-1.36,0.0
V36,32.106,2.105,0.127
V37,2.501,-0.989,0.0
V38,22.273,0.661,0.011
V39,4.468,0.907,0.082
V40,2.613,1.719,0.025
V41,4.506,-0.706,0.0
V42,-2.022,-2.368,0.051
V43,19.956,-0.71,0.2
V44,2.777,-1.055,0.0
V45,32.628,2.415,0.202
V46,22.85,-0.668,0.2
V47,17.065,-1.424,0.0
V48,4.625,-0.432,0.256
V49,19.606,-1.304,0.0
V50,1.75,1.651,0.099
V51,2.407,2.293,0.079
V52,7.534,0.509,0.073
V53,5.117,-0.611,0.292
V54,4.023,-1.016,0.0
V55,3.541,1.144,0.038
V56,21.566,0.702,0.043
V57,-2.288,-1.797,0.138
V58,40.721,2.514,0.053
V59,6.094,-1.165,0.0
V60,5.58,0.842,0.09
V61,-3.172,-1.929,0.037
V62,39.666,0.36,0.12
V63,1.31,3.587,0.0
V64,-2.297,-1.664,0.086
V65,18.152,-1.36,0.0
V66,21.622,-0.694,0.2
V67,19.609,-1.304,0.0
V68,4.323,3.301,0.123
V69,4.121,-0.957,0.001
V70,-2.389,-2.068,0.135
V71,3.266,1.145,0.083
V72,1.767,-1.156,0.0
V73,6.089,-1.165,0.0
V74,21.848,0.763,0.076
V75,-1.842,-3.434,0.115
V76,32.278,3.86,0.051
V77,5.391,-1.105,0.0
V78,3.702,1.035,0.043
V79,22.921,-0.668,0.2
V80,16.792,-0.758,0.2
V81,4.122,-0.957,0.0
V82,2.324,-1.492,0.0
V83,20.7,-0.815,0.0
V84,2.867,-1.191,0.0
V85,19.612,-1.304,0.0
V86,22.938,0.644,0.043
V87,17.236,-0.733,0.2
V88,2.727,-1.359,0.0
V89,6.093,-1.165,0.0
V90,22.566,0.646,0.087
V91,1.901,-1.803,0.0
V92,1.875,2.685,0.027
V93,2.688,-0.987,0.0
V94,6.094,-1.165,0.0
V95,19.057,2.427,0.096
V96,6.073,-0.709,0.0
V97,4.425,-0.847,0.0
V98,7.805,-0.476,0.397
V99,1.65,-1.372,0.0
V100,4.327,0.963,0.139
V101,2.959,-1.116,0.0
V102,-2.995,-1.432,0.068
V103,20.327,-0.602,0.597
