,acc_score,f1_score
GaussianNB,0.6057142857142858,0.5868263473053893
KNeighborsClassifier(8),0.6342857142857142,0.45762711864406785
DecisionTreeClassifier(),0.7085714285714285,0.495049504950495
RandomForestClassifier,0.7142857142857143,0.5
SVM,0.6228571428571429,0.5874999999999999
MLPClassifier,0.6742857142857143,0.4356435643564357
