,Discriminacao,Dificuldade,Adivinhacao
V90,5.884,-0.9,0.055
V91,3.603,-1.299,0.053
V92,6.415,0.382,0.205
V93,4.188,-0.927,0.134
V94,10.194,-1.159,0.034
V95,10.273,0.736,0.153
V96,7.217,-0.779,0.146
V97,6.156,-0.917,0.062
V98,6.136,-0.113,0.494
V99,7.985,0.208,0.492
V100,2.542,-0.647,0.084
V101,11.448,-0.955,0.016
V102,-3.296,-0.98,0.001
V103,3.762,-1.259,0.085
V104,6.658,-1.238,0.047
V105,8.814,-0.279,0.307
V106,5.851,-0.903,0.052
V107,6.467,-0.664,0.401
V108,8.849,-0.705,0.015
V109,8.903,-0.688,0.189
V110,10.361,-1.06,0.013
V111,8.32,-1.102,0.037
V112,5.995,-1.389,0.072
V113,9.728,-0.884,0.015
V114,2.587,-1.458,0.049
V115,5.302,-0.425,0.22
V116,-4.261,-1.035,0.001
V117,9.707,-0.545,0.369
V118,6.082,-0.93,0.047
V119,-1.289,-1.336,0.003
V120,1.059,8.291,0.137
V121,6.089,-0.679,0.379
V122,4.873,-1.504,0.206
V123,5.998,-1.389,0.072
V124,1.846,-1.001,0.176
V125,10.65,-0.506,0.343
V126,-3.471,-0.426,0.001
V127,-1.726,0.142,0.001
V128,0.794,-1.359,0.418
V129,-1.895,-0.122,0.001
V130,-2.015,-0.877,0.001
V131,3.313,-1.177,0.083
V132,-1.968,-0.26,0.001
V133,-3.804,-0.616,0.001
V134,-5.481,-0.531,0.001
V135,-4.167,-1.127,0.001
V136,1.927,-1.621,0.06
V137,1.972,-0.82,0.134
V138,3.695,-0.834,0.252
V139,2.014,-1.232,0.081
V140,-1.441,-0.304,0.001
V141,-2.522,-0.343,0.001
V142,-1.707,-0.046,0.001
V143,-1.923,0.201,0.001
V144,2.614,0.007,0.558
V145,-1.695,-0.656,0.001
V146,3.088,-1.065,0.132
V147,3.712,-1.207,0.075
V148,3.769,-0.829,0.262
V149,6.893,-0.446,0.582
V150,-3.119,-0.695,0.001
V151,2.485,-1.095,0.127
V152,2.7,-0.806,0.131
V153,-2.324,-1.131,0.001
V154,6.625,-0.835,0.093
V155,1.809,-1.371,0.084
V156,-3.422,-1.007,0.001
V157,-1.898,0.03,0.001
V158,4.294,0.932,0.59
V159,-3.374,-0.594,0.001
V160,-2.63,-0.749,0.001
V161,4.726,-0.938,0.142
V162,1.23,-0.788,0.248
V163,0.865,-1.49,0.338
V164,-2.974,-0.776,0.001
V165,-2.458,-0.732,0.001
V166,-3.525,-0.72,0.001
V167,-3.68,-0.651,0.001
V168,-4.59,-1.482,0.001
V169,3.273,-0.958,0.161
V170,7.084,-1.181,0.059
V171,1.493,-1.067,0.149
V172,-1.789,-0.575,0.001
V173,1.028,-1.58,0.097
V174,-2.372,0.103,0.001
V175,2.454,-1.02,0.082
