Metodo,Acuracia
GaussianNB,0.7606938775510204
BernoulliNB,0.796530612244898
KNeighborsClassifier(2),0.6255510204081632
KNeighborsClassifier(3),0.6620816326530612
KNeighborsClassifier(5),0.6682448979591836
KNeighborsClassifier(8),0.6098775510204082
DecisionTreeClassifier(),0.8107755102040818
RandomForestClassifier(3_estimators),0.8512653061224489
RandomForestClassifier(5_estimators),0.8451836734693877
RandomForestClassifier,0.8654285714285713
SVM,0.6239591836734694
MLPClassifier,0.728326530612245
rand1,0.5265700483091788
rand2,0.4830917874396135
rand3,0.4830917874396135
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
