,Discriminacao,Dificuldade,Adivinhacao
V156,0.48,-0.453,0.036
V157,-0.753,-2.339,0.0
V158,-1.073,-0.376,0.0
V159,1.031,-1.22,0.015
V160,2.143,-1.216,0.008
V161,0.323,-0.758,0.061
V162,7.864,-1.28,0.003
V163,-1.213,-1.642,0.001
V164,4.686,-1.325,0.007
V165,1.148,-0.164,0.016
V166,2.539,-1.516,0.013
V167,7.075,-1.365,0.003
V168,7.865,-1.28,0.003
V169,8.083,0.055,0.531
V170,-0.122,-7.366,0.224
V171,3.032,2.813,0.373
V172,6.606,-1.464,0.003
V173,0.454,-1.046,0.033
V174,2.668,-1.058,0.007
V175,17.139,0.254,0.487
V176,13.028,-0.373,0.529
V177,3.501,-1.4,0.007
V178,1.116,-2.231,0.277
V179,7.077,-1.365,0.003
V180,4.689,-1.325,0.008
V181,1.406,-1.199,0.009
V182,3.311,-1.178,0.008
V183,3.056,-1.015,0.008
V184,1.487,-0.655,0.013
V185,-0.994,-0.869,0.001
V186,2.685,-0.684,0.018
V187,14.279,-0.475,0.292
V188,7.072,-1.365,0.003
V189,7.076,-1.365,0.003
V190,21.384,0.31,0.338
V191,-0.68,-1.215,0.002
V192,-0.667,-4.829,0.002
V193,2.942,-1.293,0.008
V194,2.278,-0.893,0.007
V195,0.256,2.44,0.079
V196,6.606,-1.464,0.003
V197,4.068,0.861,0.204
V198,4.684,-1.326,0.003
V199,12.301,0.549,0.319
V200,4.928,-0.543,0.19
V201,7.087,-1.365,0.003
V202,4.238,-1.442,0.007
V203,3.911,-1.278,0.008
V204,12.329,-0.222,0.217
V205,1.118,-1.479,0.01
V206,7.074,-1.365,0.003
V207,0.914,-1.374,0.012
