,acc_score,f1_score
GaussianNB,0.9135802469135802,0.9548387096774192
KNeighborsClassifier(8),0.8271604938271605,0.9041095890410958
DecisionTreeClassifier(),0.8209876543209876,0.8996539792387545
RandomForestClassifier,0.9135802469135802,0.9548387096774192
SVM,0.7407407407407407,0.8421052631578948
MLPClassifier,0.9135802469135802,0.9545454545454545
