Metodo,Acuracia
GaussianNB,0.7682397959183673
BernoulliNB,0.819982993197279
KNeighborsClassifier(2),0.6251700680272109
KNeighborsClassifier(3),0.6831207482993198
KNeighborsClassifier(5),0.6808673469387755
KNeighborsClassifier(8),0.6561224489795918
DecisionTreeClassifier(),0.7952380952380953
RandomForestClassifier(3_estimators),0.8281887755102041
RandomForestClassifier(5_estimators),0.8467687074829933
RandomForestClassifier,0.8593112244897959
SVM,0.6437074829931972
MLPClassifier,0.7784863945578231
rand1,0.48792270531400966
rand2,0.5024154589371981
rand3,0.4830917874396135
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
