Metodo,Acuracia
GaussianNB,0.7729468599033816
BernoulliNB,0.8647342995169082
KNeighborsClassifier(2),0.5652173913043478
KNeighborsClassifier(3),0.6280193236714976
KNeighborsClassifier(5),0.6618357487922706
KNeighborsClassifier(8),0.6714975845410628
DecisionTreeClassifier(),0.8019323671497585
RandomForestClassifier(3_estimators),0.8599033816425121
RandomForestClassifier(5_estimators),0.8357487922705314
RandomForestClassifier,0.8743961352657005
SVM,0.6618357487922706
MLPClassifier,0.8067632850241546
rand1,0.48792270531400966
rand2,0.5024154589371981
rand3,0.4830917874396135
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
