Metodo,Acuracia
GaussianNB,0.7971014492753623
BernoulliNB,0.8019323671497585
KNeighborsClassifier(2),0.6231884057971014
KNeighborsClassifier(3),0.6473429951690821
KNeighborsClassifier(5),0.6473429951690821
KNeighborsClassifier(8),0.6183574879227053
DecisionTreeClassifier(),0.8695652173913043
RandomForestClassifier(3_estimators),0.8309178743961353
RandomForestClassifier(5_estimators),0.8357487922705314
RandomForestClassifier,0.8792270531400966
SVM,0.6908212560386473
MLPClassifier,0.8115942028985508
rand1,0.4444444444444444
rand2,0.5507246376811594
rand3,0.45410628019323673
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
