,Discriminacao,Dificuldade,Adivinhacao
V1,4.383,-2.031,0.012
V2,2.525,-2.194,0.014
V3,13.954,-0.349,0.607
V4,7.417,0.705,0.398
V5,6.21,-2.132,0.012
V6,2.165,-1.248,0.301
V7,6.668,-2.043,0.008
V8,4.999,-1.928,0.012
V9,-0.706,-2.728,0.002
V10,2.855,-1.886,0.012
V11,6.112,-0.002,0.712
V12,0.473,-3.755,0.048
V13,5.621,0.507,0.597
V14,3.844,-2.142,0.013
V15,-1.918,-1.648,0.001
V16,0.856,-2.298,0.018
V17,-1.14,-1.777,0.001
V18,11.834,-0.353,0.599
V19,15.087,-0.299,0.42
V20,-2.131,-1.942,0.001
V21,-0.386,-0.036,0.015
V22,-2.567,-2.376,0.001
V23,-0.909,-0.388,0.002
V24,-2.553,-2.045,0.001
V25,9.859,-0.018,0.532
V26,4.337,-2.036,0.012
V27,0.527,-3.159,0.037
V28,15.645,-0.302,0.442
V29,1.765,-1.951,0.018
V30,0.841,-1.449,0.061
V31,1.709,-1.374,0.272
V32,6.122,-2.156,0.009
V33,2.676,-2.103,0.015
V34,-0.583,-1.614,0.005
V35,-0.644,-1.622,0.002
V36,2.994,-2.098,0.014
V37,-0.906,-1.096,0.004
V38,-2.643,-1.799,0.001
V39,-0.498,0.82,0.008
V40,1.597,-1.4,0.341
V41,-0.896,-1.712,0.004
V42,8.243,-0.536,0.662
V43,-1.759,-1.968,0.001
V44,6.668,-2.043,0.008
V45,1.24,-1.979,0.015
V46,-2.721,-1.869,0.001
V47,2.585,-1.846,0.017
V48,1.576,-2.062,0.12
V49,0.929,-2.007,0.019
V50,3.241,-2.418,0.014
V51,2.997,-1.948,0.015
V52,2.953,-1.95,0.015
V53,2.114,-1.58,0.028
V54,0.907,-1.196,0.431
V55,8.808,-0.483,0.625
V56,-0.306,1.811,0.014
V57,0.675,-2.464,0.032
V58,-2.445,-1.963,0.001
V59,2.351,-1.961,0.018
V60,6.727,-2.054,0.012
V61,-1.931,-1.985,0.001
V62,-1.087,-1.482,0.002
V63,-2.32,-1.64,0.001
V64,1.202,-1.921,0.018
V65,-2.353,-2.146,0.001
V66,-2.108,-1.871,0.001
V67,6.727,-2.054,0.012
V68,3.398,-1.996,0.014
V69,2.245,-1.831,0.017
V70,2.473,-2.221,0.015
V71,1.24,-1.979,0.015
V72,-2.005,-2.058,0.002
V73,2.39,-2.307,0.013
V74,6.657,-2.055,0.012
V75,-1.415,-1.376,0.001
V76,5.001,-1.929,0.012
V77,-2.228,-2.09,0.001
V78,-0.717,-1.101,0.002
V79,3.696,-2.165,0.013
V80,12.583,-0.334,0.599
V81,1.772,-1.953,0.013
V82,11.117,-0.365,0.621
V83,0.893,-2.629,0.019
V84,1.063,-1.978,0.014
V85,2.991,-2.097,0.014
V86,-0.711,-2.742,0.001
V87,0.842,-2.434,0.025
V88,6.388,-2.219,0.012
V89,-0.299,-1.048,0.011
V90,0.506,-1.801,0.045
V91,4.99,-1.926,0.012
V92,6.727,-2.054,0.012
V93,12.66,0.317,0.424
V94,3.915,-1.901,0.013
V95,-0.781,-2.029,0.001
V96,6.694,-2.055,0.011
V97,2.106,-1.939,0.012
V98,10.156,0.952,0.424
V99,3.582,-1.628,0.032
V100,-1.643,-1.593,0.001
V101,10.792,1.662,0.242
V102,3.465,-1.826,0.015
V103,6.669,-2.043,0.008
V104,10.537,1.709,0.398
V105,4.059,0.762,0.309
V106,3.435,-1.827,0.015
V107,1.712,-1.689,0.01
V108,-2.028,-1.749,0.001
V109,3.184,-1.76,0.017
V110,10.624,0.101,0.385
V111,8.21,1.447,0.275
V112,0.756,-2.636,0.027
V113,5.804,-1.839,0.012
V114,14.166,-0.069,0.414
V115,5.005,-1.929,0.012
V116,11.15,0.567,0.435
V117,11.082,1.676,0.243
V118,6.753,-2.054,0.012
V119,-1.717,-1.909,0.001
V120,6.915,1.248,0.169
V121,4.856,-1.765,0.013
V122,-1.196,-2.284,0.001
V123,6.677,-2.055,0.012
V124,4.989,-1.924,0.012
V125,8.256,1.445,0.232
V126,0.941,-2.344,0.024
V127,-1.623,-1.938,0.001
V128,5.842,-2.244,0.009
V129,13.41,0.355,0.308
V130,16.871,-0.296,0.646
V131,3.594,-1.963,0.013
V132,0.482,-0.713,0.071
V133,8.976,-1.835,0.006
V134,3.678,-1.21,0.597
V135,2.581,-1.998,0.016
V136,14.953,-0.298,0.398
V137,10.671,1.675,0.324
V138,6.028,-1.69,0.011
V139,6.669,-2.043,0.008
V140,7.569,0.798,0.477
V141,1.432,-1.47,0.014
V142,5.842,-2.244,0.009
V143,4.993,-1.929,0.012
V144,7.039,-1.74,0.011
V145,3.244,-1.763,0.017
V146,2.367,-2.127,0.016
V147,10.318,1.636,0.236
V148,1.113,-3.108,0.162
V149,3.062,-2.119,0.014
V150,2.582,-1.998,0.016
V151,6.616,-2.054,0.012
V152,1.56,-1.804,0.012
V153,14.09,0.376,0.342
V154,11.891,0.058,0.427
V155,-1.56,-1.83,0.002
V156,1.3,-1.81,0.034
V157,-0.842,-1.87,0.001
V158,7.926,0.75,0.5
V159,1.658,-2.159,0.013
V160,6.753,-2.054,0.012
V161,1.632,-1.926,0.013
V162,2.854,-1.893,0.016
V163,0.784,-2.166,0.025
V164,15.578,-0.309,0.487
V165,3.879,-1.903,0.013
V166,1.477,-1.403,0.075
V167,6.184,-2.079,0.195
V168,0.657,-0.897,0.06
V169,3.37,-1.991,0.013
V170,2.851,-1.896,0.016
V171,-0.796,-1.731,0.002
V172,-1.233,-1.582,0.001
V173,1.306,-1.322,0.517
V174,2.853,-1.894,0.016
V175,1.472,-2.059,0.016
V176,12.701,0.387,0.391
V177,1.654,-1.916,0.014
V178,5.895,-1.699,0.012
V179,9.564,0.841,0.269
V180,4.102,-1.742,0.014
V181,5.842,-2.244,0.009
V182,5.843,-2.244,0.009
V183,2.894,-1.549,0.224
V184,-1.718,-1.572,0.001
V185,-1.806,-2.073,0.005
V186,-1.802,-2.113,0.001
V187,3.911,-2.146,0.013
V188,2.852,-2.246,0.014
V189,4.768,-1.787,0.013
V190,3.271,-1.986,0.014
V191,6.125,-2.154,0.009
V192,1.909,-1.392,0.016
V193,7.021,-1.758,0.01
V194,-1.217,-2.059,0.007
V195,-0.795,-3.138,0.001
V196,2.564,0.962,0.262
V197,-1.763,-2.217,0.001
V198,-0.404,-1.617,0.005
V199,12.239,-0.047,0.401
V200,10.521,1.138,0.229
V201,-0.769,-3.206,0.001
V202,8.018,-1.915,0.01
V203,3.112,-2.111,0.013
V204,13.342,-0.322,0.6
V205,2.794,-2.252,0.014
V206,13.379,0.143,0.526
V207,3.417,0.107,0.437
